id,b_m,malignant
ISIC_6433551,benign,0
ISIC_2915930,benign,0
ISIC_5321109,benign,0
ISIC_4508511,benign,0
ISIC_3751001,benign,0
ISIC_9003062,benign,0
ISIC_3155987,benign,0
ISIC_0392105,benign,0
ISIC_5342681,benign,0
ISIC_5964547,benign,0
ISIC_4815277,benign,0
ISIC_4231032,benign,0
ISIC_5757406,benign,0
ISIC_6516921,benign,0
ISIC_4322954,benign,0
ISIC_4299282,benign,0
ISIC_5777697,benign,0
ISIC_2080947,benign,0
ISIC_7017567,benign,0
ISIC_9546788,benign,0
ISIC_1471329,benign,0
ISIC_8846959,benign,0
ISIC_2315118,benign,0
ISIC_6974830,benign,0
ISIC_9724720,benign,0
ISIC_3266797,benign,0
ISIC_1886719,benign,0
ISIC_4657078,benign,0
ISIC_4057921,benign,0
ISIC_1200075,benign,0
ISIC_1114966,benign,0
ISIC_5856688,benign,0
ISIC_2389900,benign,0
ISIC_9593796,benign,0
ISIC_1453526,benign,0
ISIC_3627765,benign,0
ISIC_0474551,benign,0
ISIC_7981168,benign,0
ISIC_9655883,benign,0
ISIC_0341663,benign,0
ISIC_4125718,benign,0
ISIC_7542408,benign,0
ISIC_1313659,benign,0
ISIC_0874261,benign,0
ISIC_1476281,benign,0
ISIC_4324163,benign,0
ISIC_8276053,benign,0
ISIC_8549988,benign,0
ISIC_0703540,benign,0
ISIC_2012659,benign,0
ISIC_9223156,benign,0
ISIC_1937534,benign,0
ISIC_3768804,benign,0
ISIC_4665178,benign,0
ISIC_5491301,benign,0
ISIC_3635300,benign,0
ISIC_6725049,benign,0
ISIC_7835917,benign,0
ISIC_1833259,benign,0
ISIC_6622871,benign,0
ISIC_7993561,benign,0
ISIC_5649978,benign,0
ISIC_3260696,benign,0
ISIC_7551564,benign,0
ISIC_7374420,benign,0
ISIC_0669605,benign,0
ISIC_6438355,benign,0
ISIC_7885531,benign,0
ISIC_5142743,benign,0
ISIC_4082318,benign,0
ISIC_2562444,benign,0
ISIC_3793709,benign,0
ISIC_4371210,benign,0
ISIC_0622112,benign,0
ISIC_6199414,benign,0
ISIC_3910238,benign,0
ISIC_3463638,benign,0
ISIC_1602348,benign,0
ISIC_7230300,benign,0
ISIC_4696783,benign,0
ISIC_7738923,benign,0
ISIC_1528994,benign,0
ISIC_9975974,benign,0
ISIC_1869864,benign,0
ISIC_8924956,benign,0
ISIC_6116801,benign,0
ISIC_0497873,benign,0
ISIC_3511320,benign,0
ISIC_5800113,benign,0
ISIC_0649544,benign,0
ISIC_9093183,benign,0
ISIC_1414751,benign,0
ISIC_2429824,benign,0
ISIC_8116421,benign,0
ISIC_8779013,benign,0
ISIC_9608861,benign,0
ISIC_9806768,benign,0
ISIC_2025058,benign,0
ISIC_2461602,benign,0
ISIC_5887816,benign,0
ISIC_6967033,benign,0
ISIC_4644299,benign,0
ISIC_4340509,benign,0
ISIC_1437529,benign,0
ISIC_5654651,benign,0
ISIC_0252448,benign,0
ISIC_5905676,benign,0
ISIC_1453899,benign,0
ISIC_9563972,benign,0
ISIC_1829378,benign,0
ISIC_8700403,benign,0
ISIC_0746397,benign,0
ISIC_1507090,benign,0
ISIC_5377237,benign,0
ISIC_0622084,benign,0
ISIC_1571860,benign,0
ISIC_9414322,benign,0
ISIC_8533089,benign,0
ISIC_8799512,benign,0
ISIC_9930981,benign,0
ISIC_8446988,benign,0
ISIC_5821292,benign,0
ISIC_6464905,benign,0
ISIC_5202074,benign,0
ISIC_8102580,benign,0
ISIC_2882237,benign,0
ISIC_4735699,benign,0
ISIC_6441689,benign,0
ISIC_6028082,benign,0
ISIC_2790255,benign,0
ISIC_5182841,benign,0
ISIC_4517738,malignant,1
ISIC_7710081,benign,0
ISIC_3694619,benign,0
ISIC_4006630,benign,0
ISIC_9509076,benign,0
ISIC_3263757,benign,0
ISIC_0260316,benign,0
ISIC_2234899,benign,0
ISIC_4515826,benign,0
ISIC_6422441,benign,0
ISIC_4948642,benign,0
ISIC_9286292,malignant,1
ISIC_0375073,benign,0
ISIC_0186161,benign,0
ISIC_0930417,benign,0
ISIC_3256966,benign,0
ISIC_9649225,benign,0
ISIC_6554961,benign,0
ISIC_6734859,benign,0
ISIC_5576354,malignant,1
ISIC_0243235,benign,0
ISIC_7125870,benign,0
ISIC_4597566,benign,0
ISIC_7052658,benign,0
ISIC_2776986,benign,0
ISIC_9482165,benign,0
ISIC_1447330,benign,0
ISIC_5652091,benign,0
ISIC_2834840,benign,0
ISIC_6498634,benign,0
ISIC_3018092,benign,0
ISIC_7798403,benign,0
ISIC_6034346,benign,0
ISIC_5072049,benign,0
ISIC_8543199,benign,0
ISIC_4261531,benign,0
ISIC_3619052,benign,0
ISIC_6225104,benign,0
ISIC_4791412,benign,0
ISIC_6156296,benign,0
ISIC_7960953,benign,0
ISIC_2301843,benign,0
ISIC_8292179,benign,0
ISIC_6301984,benign,0
ISIC_3045489,benign,0
ISIC_2736540,benign,0
ISIC_9424787,benign,0
ISIC_6326790,benign,0
ISIC_3331500,benign,0
ISIC_7890630,benign,0
ISIC_1138868,benign,0
ISIC_4147166,benign,0
ISIC_5631641,benign,0
ISIC_9408967,benign,0
ISIC_9863995,benign,0
ISIC_1739748,benign,0
ISIC_6563761,benign,0
ISIC_4748600,benign,0
ISIC_2612661,benign,0
ISIC_5882650,benign,0
ISIC_2030126,benign,0
ISIC_1176987,benign,0
ISIC_0857978,benign,0
ISIC_3836364,benign,0
ISIC_0424700,benign,0
ISIC_7303401,benign,0
ISIC_2036426,benign,0
ISIC_7783951,benign,0
ISIC_2054180,benign,0
ISIC_8831710,benign,0
ISIC_6768044,benign,0
ISIC_4459001,benign,0
ISIC_1698302,benign,0
ISIC_2055859,benign,0
ISIC_0914251,benign,0
ISIC_0786913,benign,0
ISIC_3489630,benign,0
ISIC_5418463,benign,0
ISIC_6478101,benign,0
ISIC_2987579,benign,0
ISIC_8041078,benign,0
ISIC_7582818,benign,0
ISIC_1185497,benign,0
ISIC_5104054,benign,0
ISIC_6807502,benign,0
ISIC_6745062,benign,0
ISIC_6299969,benign,0
ISIC_5553495,benign,0
ISIC_6208222,benign,0
ISIC_0316668,benign,0
ISIC_3676905,benign,0
ISIC_2410736,benign,0
ISIC_2900357,benign,0
ISIC_6124241,benign,0
ISIC_1002107,benign,0
ISIC_7360101,benign,0
ISIC_8179839,benign,0
ISIC_7823039,benign,0
ISIC_3238064,benign,0
ISIC_6685513,benign,0
ISIC_4481684,benign,0
ISIC_4014899,benign,0
ISIC_0951915,benign,0
ISIC_6612179,benign,0
ISIC_2716912,benign,0
ISIC_8798119,benign,0
ISIC_6278647,benign,0
ISIC_0277727,benign,0
ISIC_5516366,benign,0
ISIC_8587556,benign,0
ISIC_8725878,benign,0
ISIC_3946914,benign,0
ISIC_3204621,benign,0
ISIC_3451676,benign,0
ISIC_9775153,benign,0
ISIC_0704233,benign,0
ISIC_1351965,benign,0
ISIC_8182529,benign,0
ISIC_4332529,benign,0
ISIC_6979462,benign,0
ISIC_8358020,benign,0
ISIC_7409295,benign,0
ISIC_5008399,benign,0
ISIC_7317429,benign,0
ISIC_7767423,benign,0
ISIC_7167085,benign,0
ISIC_0404568,benign,0
ISIC_5731061,benign,0
ISIC_1412843,malignant,1
ISIC_9824673,benign,0
ISIC_1074985,benign,0
ISIC_8978466,benign,0
ISIC_6464378,benign,0
ISIC_1178518,benign,0
ISIC_6757468,benign,0
ISIC_7566258,benign,0
ISIC_9383110,benign,0
ISIC_4953080,benign,0
ISIC_3397764,benign,0
ISIC_8450656,malignant,1
ISIC_9407690,benign,0
ISIC_3249938,benign,0
ISIC_8397011,benign,0
ISIC_4506406,benign,0
ISIC_6341033,benign,0
ISIC_9788591,benign,0
ISIC_2975904,benign,0
ISIC_8577581,benign,0
ISIC_0331767,benign,0
ISIC_6913586,benign,0
ISIC_6184911,benign,0
ISIC_7600312,benign,0
ISIC_1091280,benign,0
ISIC_5594546,benign,0
ISIC_6326406,benign,0
ISIC_7705928,benign,0
ISIC_8491192,benign,0
ISIC_1706912,malignant,1
ISIC_1962482,benign,0
ISIC_0168418,benign,0
ISIC_4504995,benign,0
ISIC_7248532,benign,0
ISIC_3849619,benign,0
ISIC_4382153,benign,0
ISIC_9815788,benign,0
ISIC_0408358,benign,0
ISIC_8111958,benign,0
ISIC_8276574,benign,0
ISIC_4430409,benign,0
ISIC_1514401,benign,0
ISIC_1390308,benign,0
ISIC_8671702,benign,0
ISIC_8772241,benign,0
ISIC_1675800,benign,0
ISIC_1912902,benign,0
ISIC_7921023,benign,0
ISIC_3699523,benign,0
ISIC_5675123,benign,0
ISIC_7098141,malignant,1
ISIC_9462979,benign,0
ISIC_9817574,benign,0
ISIC_7595416,benign,0
ISIC_4526991,benign,0
ISIC_3028173,benign,0
ISIC_1020208,benign,0
ISIC_6539852,benign,0
ISIC_2175855,benign,0
ISIC_8802544,benign,0
ISIC_2076902,benign,0
ISIC_4270163,benign,0
ISIC_9000234,malignant,1
ISIC_9203914,benign,0
ISIC_7655488,benign,0
ISIC_7346739,malignant,1
ISIC_3726355,benign,0
ISIC_7250014,benign,0
ISIC_6219909,benign,0
ISIC_6398519,benign,0
ISIC_2399314,benign,0
ISIC_7417933,benign,0
ISIC_1570468,benign,0
ISIC_7218890,malignant,1
ISIC_9386946,benign,0
ISIC_2358454,malignant,1
ISIC_9422630,benign,0
ISIC_1373908,benign,0
ISIC_1655731,benign,0
ISIC_8211993,benign,0
ISIC_3965820,benign,0
ISIC_3246675,benign,0
ISIC_6718969,benign,0
ISIC_3401631,benign,0
ISIC_0499801,benign,0
ISIC_6347332,benign,0
ISIC_9982953,benign,0
ISIC_6347975,benign,0
ISIC_5654124,benign,0
ISIC_0377184,benign,0
ISIC_6710584,benign,0
ISIC_3273860,benign,0
ISIC_5130916,benign,0
ISIC_4624536,benign,0
ISIC_7688025,benign,0
ISIC_2674517,benign,0
ISIC_6935634,benign,0
ISIC_9265765,benign,0
ISIC_1070631,benign,0
ISIC_6547605,benign,0
ISIC_8068693,malignant,1
ISIC_9776533,benign,0
ISIC_6219532,benign,0
ISIC_3192233,benign,0
ISIC_7706215,benign,0
ISIC_8624230,benign,0
ISIC_3302405,benign,0
ISIC_4306844,benign,0
ISIC_3110946,benign,0
ISIC_1815346,benign,0
ISIC_6135865,benign,0
ISIC_1493051,benign,0
ISIC_8880387,benign,0
ISIC_8094516,benign,0
ISIC_3599489,benign,0
ISIC_9589883,benign,0
ISIC_7187154,benign,0
ISIC_9106601,benign,0
ISIC_6464177,benign,0
ISIC_2050512,benign,0
ISIC_7274757,benign,0
ISIC_5396321,benign,0
ISIC_6491919,benign,0
ISIC_3982913,benign,0
ISIC_6304171,benign,0
ISIC_6790780,benign,0
ISIC_2339123,benign,0
ISIC_9483439,benign,0
ISIC_9588205,benign,0
ISIC_9309245,benign,0
ISIC_8556629,benign,0
ISIC_1385549,benign,0
ISIC_1756982,benign,0
ISIC_8334299,benign,0
ISIC_8301016,benign,0
ISIC_0831791,benign,0
ISIC_5195680,benign,0
ISIC_6943717,benign,0
ISIC_1426974,benign,0
ISIC_6141339,benign,0
ISIC_1927418,benign,0
ISIC_7381098,benign,0
ISIC_5170482,benign,0
ISIC_2861803,benign,0
ISIC_4951557,benign,0
ISIC_9567935,benign,0
ISIC_9540598,benign,0
ISIC_2558439,benign,0
ISIC_8860429,benign,0
ISIC_6446417,benign,0
ISIC_7296201,benign,0
ISIC_9587173,benign,0
ISIC_0977333,benign,0
ISIC_1790808,benign,0
ISIC_7632525,benign,0
ISIC_5753642,benign,0
ISIC_3193774,benign,0
ISIC_1531971,benign,0
ISIC_9094608,benign,0
ISIC_9174830,benign,0
ISIC_9714160,benign,0
ISIC_6859051,benign,0
ISIC_8272585,benign,0
ISIC_5721195,benign,0
ISIC_6575871,benign,0
ISIC_4978829,benign,0
ISIC_3614121,benign,0
ISIC_4536635,benign,0
ISIC_2252930,benign,0
ISIC_0513207,benign,0
ISIC_8979131,benign,0
ISIC_8509562,benign,0
ISIC_4332771,benign,0
ISIC_1809912,benign,0
ISIC_9440565,benign,0
ISIC_3492970,benign,0
ISIC_7083307,benign,0
ISIC_3884719,benign,0
ISIC_9330103,benign,0
ISIC_2730610,benign,0
ISIC_7667190,benign,0
ISIC_7246852,benign,0
ISIC_0547893,benign,0
ISIC_2190479,benign,0
ISIC_1351604,benign,0
ISIC_0893100,benign,0
ISIC_3804784,benign,0
ISIC_7850884,benign,0
ISIC_9753368,benign,0
ISIC_2845297,benign,0
ISIC_2196147,benign,0
ISIC_1552232,benign,0
ISIC_8848134,benign,0
ISIC_3936146,benign,0
ISIC_1235335,benign,0
ISIC_9493506,benign,0
ISIC_5725572,benign,0
ISIC_7870290,benign,0
ISIC_7071594,benign,0
ISIC_2516069,benign,0
ISIC_1796891,benign,0
ISIC_9077274,benign,0
ISIC_9001472,benign,0
ISIC_3327152,benign,0
ISIC_3314555,benign,0
ISIC_6032456,benign,0
ISIC_8124482,benign,0
ISIC_9103798,benign,0
ISIC_1968421,malignant,1
ISIC_2329310,benign,0
ISIC_9242193,benign,0
ISIC_8048162,benign,0
ISIC_0575350,benign,0
ISIC_8073568,benign,0
ISIC_0678758,benign,0
ISIC_1151929,benign,0
ISIC_4181204,benign,0
ISIC_4059146,benign,0
ISIC_4724943,benign,0
ISIC_4329598,benign,0
ISIC_4433582,benign,0
ISIC_3652026,benign,0
ISIC_1668831,benign,0
ISIC_1632696,benign,0
ISIC_8142027,benign,0
ISIC_6354194,benign,0
ISIC_4333412,benign,0
ISIC_7642991,benign,0
ISIC_4075338,benign,0
ISIC_9408875,benign,0
ISIC_0692285,benign,0
ISIC_5607148,benign,0
ISIC_7620514,benign,0
ISIC_4747814,benign,0
ISIC_0994556,benign,0
ISIC_6254731,benign,0
ISIC_6920867,benign,0
ISIC_2458609,benign,0
ISIC_2172377,benign,0
ISIC_0404809,benign,0
ISIC_1318137,benign,0
ISIC_3147179,benign,0
ISIC_4327726,benign,0
ISIC_7755875,benign,0
ISIC_8892766,benign,0
ISIC_0740001,benign,0
ISIC_8424467,benign,0
ISIC_2428698,benign,0
ISIC_6645710,benign,0
ISIC_2031177,benign,0
ISIC_2645689,benign,0
ISIC_7161651,benign,0
ISIC_0405146,benign,0
ISIC_2354133,benign,0
ISIC_6762560,benign,0
ISIC_9487287,benign,0
ISIC_3951907,benign,0
ISIC_0721010,benign,0
ISIC_9981394,benign,0
ISIC_0199116,benign,0
ISIC_4312841,benign,0
ISIC_2489146,benign,0
ISIC_6808133,benign,0
ISIC_1050268,benign,0
ISIC_6655383,benign,0
ISIC_1926499,benign,0
ISIC_8582918,benign,0
ISIC_5074788,benign,0
ISIC_3244329,benign,0
ISIC_4332885,benign,0
ISIC_1626033,benign,0
ISIC_6586187,benign,0
ISIC_3166276,benign,0
ISIC_4684100,benign,0
ISIC_0696408,benign,0
ISIC_5289926,benign,0
ISIC_2294790,benign,0
ISIC_3240244,benign,0
ISIC_1251811,benign,0
ISIC_6938489,benign,0
ISIC_9985141,benign,0
ISIC_2155898,benign,0
ISIC_2990228,benign,0
ISIC_5305787,benign,0
ISIC_0814894,benign,0
ISIC_4950948,benign,0
ISIC_8580834,benign,0
ISIC_4148086,benign,0
ISIC_5970560,benign,0
ISIC_7482149,benign,0
ISIC_2382078,benign,0
ISIC_9343976,benign,0
ISIC_3256887,benign,0
ISIC_0221351,benign,0
ISIC_6722934,benign,0
ISIC_2985322,benign,0
ISIC_9087581,benign,0
ISIC_5300964,benign,0
ISIC_5615250,benign,0
ISIC_0234096,benign,0
ISIC_8285776,benign,0
ISIC_5363229,benign,0
ISIC_1082748,benign,0
ISIC_3264124,benign,0
ISIC_1930877,benign,0
ISIC_6079391,benign,0
ISIC_0706891,benign,0
ISIC_8603054,benign,0
ISIC_7773473,benign,0
ISIC_5233978,benign,0
ISIC_2156197,benign,0
ISIC_2603420,benign,0
ISIC_5518595,benign,0
ISIC_2364385,benign,0
ISIC_4709945,benign,0
ISIC_3091457,benign,0
ISIC_8803600,benign,0
ISIC_6708968,benign,0
ISIC_3196630,benign,0
ISIC_3428559,benign,0
ISIC_6287575,benign,0
ISIC_8157972,benign,0
ISIC_1141666,benign,0
ISIC_3992996,benign,0
ISIC_7778234,benign,0
ISIC_9498356,benign,0
ISIC_2539034,benign,0
ISIC_6713062,benign,0
ISIC_2628773,benign,0
ISIC_4826449,benign,0
ISIC_0304019,benign,0
ISIC_1657007,benign,0
ISIC_6036959,benign,0
ISIC_7782766,benign,0
ISIC_1515410,benign,0
ISIC_4238222,benign,0
ISIC_1692939,benign,0
ISIC_4910094,benign,0
ISIC_1531204,benign,0
ISIC_6910316,benign,0
ISIC_0760281,benign,0
ISIC_6152848,benign,0
ISIC_3296066,benign,0
ISIC_0996465,benign,0
ISIC_0293967,benign,0
ISIC_1631440,benign,0
ISIC_6074613,benign,0
ISIC_3766837,benign,0
ISIC_8378376,benign,0
ISIC_2891788,benign,0
ISIC_6267362,benign,0
ISIC_7935989,benign,0
ISIC_9918829,benign,0
ISIC_2768594,benign,0
ISIC_9363106,benign,0
ISIC_8747095,benign,0
ISIC_0991731,benign,0
ISIC_5662381,benign,0
ISIC_2503386,benign,0
ISIC_0515851,benign,0
ISIC_8202586,benign,0
ISIC_1108204,benign,0
ISIC_8055525,benign,0
ISIC_5266861,benign,0
ISIC_9834664,benign,0
ISIC_8657895,benign,0
ISIC_8409475,benign,0
ISIC_5113187,benign,0
ISIC_4108473,benign,0
ISIC_9807242,benign,0
ISIC_0919089,benign,0
ISIC_4894156,benign,0
ISIC_5939791,benign,0
ISIC_1098112,benign,0
ISIC_8106591,benign,0
ISIC_7268592,benign,0
ISIC_8719270,benign,0
ISIC_5794125,benign,0
ISIC_1057817,benign,0
ISIC_4271140,benign,0
ISIC_9821398,benign,0
ISIC_7452871,benign,0
ISIC_8910653,benign,0
ISIC_1828549,benign,0
ISIC_4252502,benign,0
ISIC_6934334,benign,0
ISIC_5103854,benign,0
ISIC_2404779,benign,0
ISIC_8458440,benign,0
ISIC_9712479,benign,0
ISIC_9057326,benign,0
ISIC_6087232,benign,0
ISIC_7461756,benign,0
ISIC_5613057,benign,0
ISIC_4755931,benign,0
ISIC_7814144,benign,0
ISIC_0398069,benign,0
ISIC_2616640,benign,0
ISIC_7626632,benign,0
ISIC_5908780,benign,0
ISIC_1373747,benign,0
ISIC_7719553,benign,0
ISIC_7044635,benign,0
ISIC_6409671,benign,0
ISIC_7725651,benign,0
ISIC_5166636,benign,0
ISIC_8218058,benign,0
ISIC_2672587,benign,0
ISIC_9012182,benign,0
ISIC_6072777,benign,0
ISIC_1691050,benign,0
ISIC_6215631,benign,0
ISIC_1029700,benign,0
ISIC_9543982,benign,0
ISIC_6293107,benign,0
ISIC_5848790,benign,0
ISIC_2476624,benign,0
ISIC_1932394,benign,0
ISIC_7121198,benign,0
ISIC_6565033,benign,0
ISIC_7835507,benign,0
ISIC_6753364,benign,0
ISIC_3588908,benign,0
ISIC_6126620,benign,0
ISIC_7450965,benign,0
ISIC_8146574,benign,0
ISIC_6876309,benign,0
ISIC_5231616,benign,0
ISIC_2314289,benign,0
ISIC_0705641,benign,0
ISIC_8576785,benign,0
ISIC_9013143,benign,0
ISIC_2276141,benign,0
ISIC_9614763,benign,0
ISIC_4726177,benign,0
ISIC_6038436,benign,0
ISIC_9031637,benign,0
ISIC_4862692,benign,0
ISIC_9056422,benign,0
ISIC_6693976,benign,0
ISIC_5377977,benign,0
ISIC_9490024,benign,0
ISIC_8399651,benign,0
ISIC_7587078,benign,0
ISIC_3006054,benign,0
ISIC_2958837,benign,0
ISIC_4965526,benign,0
ISIC_2755502,benign,0
ISIC_5546806,benign,0
ISIC_1931588,benign,0
ISIC_3867863,benign,0
ISIC_1983754,benign,0
ISIC_3859068,benign,0
ISIC_0407905,benign,0
ISIC_5091950,benign,0
ISIC_6845907,benign,0
ISIC_4422476,benign,0
ISIC_7244873,benign,0
ISIC_7939089,benign,0
ISIC_8060329,benign,0
ISIC_4158984,benign,0
ISIC_4600666,benign,0
ISIC_5910975,benign,0
ISIC_2161930,benign,0
ISIC_6441261,benign,0
ISIC_7897484,benign,0
ISIC_0456090,benign,0
ISIC_1727542,benign,0
ISIC_6009620,benign,0
ISIC_3856289,benign,0
ISIC_6758042,benign,0
ISIC_6506429,benign,0
ISIC_4307005,benign,0
ISIC_9989156,benign,0
ISIC_5811424,benign,0
ISIC_8173531,benign,0
ISIC_7989277,benign,0
ISIC_9694663,benign,0
ISIC_0853280,benign,0
ISIC_9074406,benign,0
ISIC_3460537,benign,0
ISIC_8494027,benign,0
ISIC_7906421,benign,0
ISIC_5075261,benign,0
ISIC_3972249,benign,0
ISIC_7457969,benign,0
ISIC_6579382,benign,0
ISIC_6928847,benign,0
ISIC_7961568,benign,0
ISIC_2370650,benign,0
ISIC_0378169,benign,0
ISIC_4658681,benign,0
ISIC_8956287,benign,0
ISIC_9838270,benign,0
ISIC_5340117,benign,0
ISIC_8834482,benign,0
ISIC_4101415,benign,0
ISIC_5005149,benign,0
ISIC_7288818,benign,0
ISIC_3950759,benign,0
ISIC_6705966,benign,0
ISIC_2108938,benign,0
ISIC_5106867,benign,0
ISIC_7312097,benign,0
ISIC_5399150,benign,0
ISIC_0153549,benign,0
ISIC_4338927,benign,0
ISIC_5601326,benign,0
ISIC_4077252,benign,0
ISIC_3608714,benign,0
ISIC_9979425,benign,0
ISIC_9832775,benign,0
ISIC_4312470,benign,0
ISIC_8924426,benign,0
ISIC_5524986,benign,0
ISIC_9332795,benign,0
ISIC_4419522,benign,0
ISIC_9839324,benign,0
ISIC_4855878,benign,0
ISIC_8211018,benign,0
ISIC_3566993,benign,0
ISIC_4136591,benign,0
ISIC_1433921,benign,0
ISIC_2178834,benign,0
ISIC_6922473,benign,0
ISIC_3309669,benign,0
ISIC_7750599,benign,0
ISIC_7044184,benign,0
ISIC_4311544,benign,0
ISIC_8747149,benign,0
ISIC_7512288,benign,0
ISIC_8303379,benign,0
ISIC_6723937,benign,0
ISIC_8703375,benign,0
ISIC_6551980,benign,0
ISIC_9703315,benign,0
ISIC_5147524,benign,0
ISIC_9294799,benign,0
ISIC_1979996,benign,0
ISIC_8766644,benign,0
ISIC_2927205,benign,0
ISIC_3296136,benign,0
ISIC_9196033,benign,0
ISIC_2625464,benign,0
ISIC_1660495,benign,0
ISIC_8283542,benign,0
ISIC_5393611,benign,0
ISIC_6064756,benign,0
ISIC_6763196,benign,0
ISIC_5061661,benign,0
ISIC_6856140,benign,0
ISIC_1262966,benign,0
ISIC_3678036,benign,0
ISIC_1431236,benign,0
ISIC_1656452,benign,0
ISIC_1560272,benign,0
ISIC_2048638,benign,0
ISIC_5167001,benign,0
ISIC_4601037,benign,0
ISIC_0868636,benign,0
ISIC_5151261,benign,0
ISIC_4457514,benign,0
ISIC_8188597,benign,0
ISIC_5568834,benign,0
ISIC_1922084,benign,0
ISIC_4033750,benign,0
ISIC_4066726,benign,0
ISIC_6708794,benign,0
ISIC_9477825,benign,0
ISIC_7060964,benign,0
ISIC_6901681,benign,0
ISIC_6312884,benign,0
ISIC_0857924,benign,0
ISIC_9059021,benign,0
ISIC_7143388,benign,0
ISIC_5588302,benign,0
ISIC_6208107,benign,0
ISIC_4886992,benign,0
ISIC_4506174,benign,0
ISIC_4868262,benign,0
ISIC_3832012,benign,0
ISIC_0911363,benign,0
ISIC_1110691,benign,0
ISIC_2924748,benign,0
ISIC_1344537,benign,0
ISIC_9021889,benign,0
ISIC_6893552,benign,0
ISIC_9743548,benign,0
ISIC_4696142,benign,0
ISIC_5484573,benign,0
ISIC_0843662,benign,0
ISIC_6829008,malignant,1
ISIC_2930792,benign,0
ISIC_3199821,benign,0
ISIC_0367913,benign,0
ISIC_7892362,benign,0
ISIC_2995801,benign,0
ISIC_9681146,benign,0
ISIC_7114660,benign,0
ISIC_2086540,benign,0
ISIC_6784722,benign,0
ISIC_1730477,benign,0
ISIC_1849014,benign,0
ISIC_4718237,benign,0
ISIC_2320808,benign,0
ISIC_7460146,benign,0
ISIC_3442691,benign,0
ISIC_4184101,benign,0
ISIC_7369843,benign,0
ISIC_6017985,malignant,1
ISIC_6572463,benign,0
ISIC_6297317,benign,0
ISIC_0422299,benign,0
ISIC_6138955,benign,0
ISIC_0914168,malignant,1
ISIC_5026565,benign,0
ISIC_2864893,benign,0
ISIC_3825739,benign,0
ISIC_6220784,benign,0
ISIC_3386395,benign,0
ISIC_4433514,benign,0
ISIC_1070715,benign,0
ISIC_2436616,benign,0
ISIC_4596803,benign,0
ISIC_3413138,benign,0
ISIC_0732102,benign,0
ISIC_2386961,benign,0
ISIC_1129825,benign,0
ISIC_9509992,benign,0
ISIC_8368870,benign,0
ISIC_9312264,benign,0
ISIC_3482676,benign,0
ISIC_4686662,benign,0
ISIC_7164970,benign,0
ISIC_3241636,malignant,1
ISIC_3379523,benign,0
ISIC_3016859,benign,0
ISIC_3241555,benign,0
ISIC_4067791,benign,0
ISIC_7223327,benign,0
ISIC_2575480,benign,0
ISIC_0650784,benign,0
ISIC_3740223,benign,0
ISIC_2406492,malignant,1
ISIC_4326159,benign,0
ISIC_9723646,benign,0
ISIC_1697381,benign,0
ISIC_3775249,benign,0
ISIC_5859812,benign,0
ISIC_2791903,benign,0
ISIC_9669954,benign,0
ISIC_5393017,benign,0
ISIC_8559171,benign,0
ISIC_8237358,benign,0
ISIC_2902221,benign,0
ISIC_4904912,benign,0
ISIC_4142024,benign,0
ISIC_7867245,benign,0
ISIC_7687367,benign,0
ISIC_2739449,malignant,1
ISIC_8402962,benign,0
ISIC_6300814,benign,0
ISIC_3832316,benign,0
ISIC_8462364,benign,0
ISIC_8435651,benign,0
ISIC_1525284,benign,0
ISIC_7634099,benign,0
ISIC_7840165,benign,0
ISIC_1039431,benign,0
ISIC_3721142,benign,0
ISIC_7413149,benign,0
ISIC_4356872,benign,0
ISIC_4548346,benign,0
ISIC_9861391,benign,0
ISIC_1121740,benign,0
ISIC_1153069,benign,0
ISIC_7567699,benign,0
ISIC_3344329,benign,0
ISIC_5497457,benign,0
ISIC_4490903,benign,0
ISIC_1474461,malignant,1
ISIC_6863226,benign,0
ISIC_5999028,benign,0
ISIC_9339713,benign,0
ISIC_3007732,benign,0
ISIC_4187393,benign,0
ISIC_0698821,benign,0
ISIC_2944480,benign,0
ISIC_1835426,benign,0
ISIC_1896364,benign,0
ISIC_3718027,benign,0
ISIC_6520179,benign,0
ISIC_7376268,benign,0
ISIC_3341710,malignant,1
ISIC_9293571,benign,0
ISIC_9369222,benign,0
ISIC_9211222,benign,0
ISIC_3315146,benign,0
ISIC_8021672,benign,0
ISIC_2376758,benign,0
ISIC_9400162,benign,0
ISIC_4323160,benign,0
ISIC_1874480,benign,0
ISIC_3485709,benign,0
ISIC_6227397,benign,0
ISIC_5351400,benign,0
ISIC_7024662,benign,0
ISIC_8277987,benign,0
ISIC_6037853,benign,0
ISIC_3565508,benign,0
ISIC_7748899,benign,0
ISIC_0648067,benign,0
ISIC_0414670,benign,0
ISIC_8252165,benign,0
ISIC_2236275,benign,0
ISIC_1402009,benign,0
ISIC_4512203,benign,0
ISIC_2757619,benign,0
ISIC_8135026,benign,0
ISIC_5688720,benign,0
ISIC_1113686,benign,0
ISIC_5198817,benign,0
ISIC_1405602,benign,0
ISIC_7291021,benign,0
ISIC_7059790,benign,0
ISIC_8414609,malignant,1
ISIC_3783114,benign,0
ISIC_1305924,benign,0
ISIC_2888638,benign,0
ISIC_2634902,benign,0
ISIC_4920166,benign,0
ISIC_3821242,malignant,1
ISIC_5865498,benign,0
ISIC_3748055,benign,0
ISIC_8461708,benign,0
ISIC_3936413,benign,0
ISIC_0656543,benign,0
ISIC_0818517,benign,0
