id,x_sym,y_sym,compact,ap_ratio
ISIC_0029050.png,0.1615,0.1867,0.6714,40.3104
ISIC_0029056.png,0.2,0.2262,0.6872,47.4881
ISIC_0029071.png,0.1569,0.2018,0.6734,18.0591
ISIC_0029078.png,0.5177,0.4407,0.2656,29.3516
ISIC_0029081.png,0.1711,0.2406,0.484,23.5067
ISIC_0029086.png,0.2143,0.1606,0.6823,28.9955
ISIC_0029089.png,0.6531,0.5323,0.3272,11.4168
ISIC_0029092.png,0.4387,0.3597,0.5369,55.2462
ISIC_0029094.png,0.5044,0.4663,0.3035,22.7117
ISIC_0029106.png,0.2072,0.1586,0.6387,49.7847
ISIC_0029112.png,0.1448,0.2156,0.5132,24.0419
ISIC_0029118.png,0.1665,0.1194,0.5263,50.5084
ISIC_0029120.png,0.1967,0.1971,0.5622,54.9076
ISIC_0029150.png,0.1754,0.181,0.5876,28.182
ISIC_0029157.png,0.097,0.1322,0.7298,53.15
ISIC_0029163.png,0.4893,0.5665,0.3149,24.6737
ISIC_0029170.png,0.2943,0.4548,0.5306,19.9829
ISIC_0029182.png,0.0843,0.1735,0.8665,10.3348
ISIC_0029189.png,0.0588,0.0765,0.7326,81.6338
ISIC_0029198.png,0.176,0.1988,0.5002,57.5463
ISIC_0029205.png,0.1177,0.1819,0.7738,50.1338
ISIC_0029209.png,1.6178,1.5882,0.0653,2.5605
ISIC_0029212.png,0.7159,0.4846,0.1619,27.0908
ISIC_0029214.png,0.1094,0.1158,0.706,43.0482
ISIC_0029216.png,0.6914,0.7013,0.1906,16.4214
ISIC_0029225.png,0.3907,0.2903,0.5764,28.8957
ISIC_0029244.png,0.1809,0.177,0.6891,23.448
ISIC_0029250.png,0.1511,0.2118,0.3752,43.5226
ISIC_0029281.png,0.1977,0.1522,0.6017,42.2255
ISIC_0029283.png,0.0834,0.1659,0.676,41.5563
ISIC_0029290.png,0.1209,0.1744,0.6078,37.86
ISIC_0029296.png,0.107,0.1045,0.8053,14.0935
ISIC_0029303.png,0.2364,0.1243,0.6369,40.9234
ISIC_0029316.png,0.6421,0.4814,0.2596,28.1291
ISIC_0029318.png,0.5907,0.7126,0.2265,34.3786
ISIC_0029322.png,0.1162,0.2275,0.5632,45.6454
ISIC_0029328.png,0.443,0.5217,0.1471,15.0713
ISIC_0029339.png,0.1365,0.3007,0.5967,39.4548
ISIC_0029343.png,0.1698,0.1631,0.8111,21.234
ISIC_0029349.png,0.0803,0.0549,0.752,38.8741
ISIC_0029353.png,0.6422,0.4516,0.2897,11.5418
ISIC_0029363.png,0.3077,0.1468,0.4522,27.6299
ISIC_0029374.png,0.106,0.1139,0.6656,26.1856
ISIC_0029383.png,0.1867,0.2242,0.7278,25.6121
ISIC_0029389.png,0.5095,0.5517,0.0673,18.0248
ISIC_0029395.png,0.254,0.2112,0.4354,34.3615
ISIC_0029397.png,0.5872,0.2724,0.4867,37.8799
ISIC_0029405.png,0.2125,0.2648,0.5745,18.1902
ISIC_0029409.png,0.2127,0.2044,0.6944,21.0984
ISIC_0029433.png,0.3251,0.331,0.3531,16.0157
ISIC_0029441.png,0.1144,0.1222,0.6861,30.1302
ISIC_0029453.png,0.1846,0.1077,0.689,3.5511
ISIC_0029459.png,0.1191,0.1861,0.6647,29.7328
ISIC_0029470.png,0.109,0.1437,0.6679,40.3173
ISIC_0029478.png,0.2573,0.2048,0.669,54.0443
ISIC_0029480.png,0.0964,0.0858,0.7758,23.8874
ISIC_0029481.png,0.0969,0.072,0.5426,49.1226
ISIC_0029495.png,0.1072,0.1062,0.7677,32.4252
ISIC_0029502.png,0.351,0.3784,0.4259,7.7816
ISIC_0029508.png,0.2459,0.3015,0.6183,34.607
ISIC_0029513.png,0.6143,0.3911,0.2282,18.2525
ISIC_0029531.png,0.1798,0.3168,0.5978,10.6401
ISIC_0029538.png,0.275,0.1234,0.7455,28.1995
ISIC_0029550.png,0.1326,0.1877,0.5555,24.0111
ISIC_0029561.png,1.3796,1.5537,0.017,2.4781
ISIC_0029562.png,0.7812,0.133,0.1456,2.7003
ISIC_0029570.png,0.2711,0.2621,0.6852,16.7738
ISIC_0029571.png,0.198,0.1729,0.6721,28.4044
ISIC_0029572.png,0.2426,0.193,0.5995,45.2859
ISIC_0029574.png,0.2786,0.4212,0.3942,27.3334
ISIC_0029575.png,0.7339,0.3668,0.3496,18.2295
ISIC_0029581.png,0.2034,0.1298,0.7184,62.044
ISIC_0029591.png,0.3392,0.3193,0.55,23.3542
ISIC_0029593.png,0.2118,0.199,0.6059,46.2952
ISIC_0029606.png,0.1157,0.1543,0.7831,39.7692
ISIC_0029609.png,0.4539,0.3222,0.5399,17.8771
ISIC_0029626.png,1.7875,1.8569,0.0165,2.8585
ISIC_0029630.png,1.8428,1.7516,0.0084,2.654
ISIC_0029639.png,0.4226,0.2924,0.5778,15.7182
ISIC_0029651.png,0.326,0.2501,0.5915,46.6107
ISIC_0029652.png,0.2928,0.4188,0.5216,40.8989
ISIC_0029660.png,0.1052,0.1241,0.7162,26.4231
ISIC_0029672.png,0.7942,1.1725,0.1503,13.5778
ISIC_0029675.png,0.2807,0.1826,0.6629,24.792
ISIC_0029684.png,0.0844,0.1374,0.7456,46.9793
ISIC_0029686.png,0.5464,0.3902,0.1723,21.6823
ISIC_0029693.png,0.1943,0.2597,0.6539,32.5362
ISIC_0029698.png,0.1826,0.351,0.346,29.2349
ISIC_0029705.png,0.257,0.2173,0.5238,15.1294
ISIC_0029711.png,0.0695,0.0681,0.7849,47.8324
ISIC_0029716.png,0.1258,0.1974,0.6195,59.2309
ISIC_0029718.png,0.1697,0.2429,0.54,44.9149
ISIC_0029723.png,0.2185,0.2537,0.6217,20.7439
ISIC_0029729.png,0.1382,0.2954,0.6694,26.1257
ISIC_0029732.png,0.0733,0.0902,0.7309,55.4441
ISIC_0029736.png,0.1674,0.2119,0.6495,34.354
ISIC_0029740.png,0.1233,0.2316,0.541,56.3448
ISIC_0029744.png,0.6064,0.424,0.1994,21.0574
ISIC_0029761.png,0.1285,0.2681,0.6402,37.5489
ISIC_0029777.png,0.2805,0.3017,0.483,29.0573
ISIC_0029803.png,0.1223,0.1054,0.7116,49.2752
ISIC_0029809.png,0.3719,0.2979,0.3396,38.1022
ISIC_0029814.png,0.1124,0.2089,0.4261,56.8059
ISIC_0029815.png,0.1084,0.1672,0.6561,44.9426
ISIC_0029825.png,0.1875,0.2942,0.5557,15.7031
ISIC_0029839.png,0.0987,0.0979,0.7476,51.363
ISIC_0029843.png,0.1545,0.1553,0.618,38.2509
ISIC_0029859.png,0.1154,0.1048,0.6861,61.9806
ISIC_0029863.png,0.1178,0.1154,0.6937,38.9572
ISIC_0029868.png,0.1142,0.0791,0.7646,39.5984
ISIC_0029874.png,0.1423,0.1079,0.7257,38.3899
ISIC_0029881.png,0.3673,0.3302,0.5204,20.0483
ISIC_0029885.png,0.1733,0.1717,0.4015,37.8739
ISIC_0029893.png,0.4238,0.6569,0.2373,15.8262
ISIC_0029898.png,0.1981,0.1827,0.6612,44.913
ISIC_0029902.png,0.1961,0.1863,0.6942,12.3187
ISIC_0029905.png,0.1248,0.1307,0.5238,39.6261
ISIC_0029906.png,0.2516,0.2025,0.4965,38.88
ISIC_0029909.png,1.6875,1.6968,0.0091,2.9356
ISIC_0029910.png,0.1045,0.1255,0.6102,63.5182
ISIC_0029913.png,0.078,0.2137,0.8031,22.1692
ISIC_0029914.png,0.1519,0.1419,0.671,29.3887
ISIC_0029933.png,0.1306,0.1345,0.6452,43.6764
ISIC_0029934.png,0.196,0.1315,0.6891,25.0049
ISIC_0029937.png,0.1398,0.1433,0.7628,57.5182
ISIC_0029942.png,0.2121,0.189,0.5748,27.9385
ISIC_0029944.png,0.1667,0.18,0.6311,44.1313
ISIC_0029950.png,0.1901,0.168,0.543,32.6133
ISIC_0029963.png,0.0865,0.1326,0.794,55.1425
ISIC_0029970.png,0.2073,0.2119,0.5727,34.3806
ISIC_0029982.png,0.1497,0.1342,0.7554,17.4028
ISIC_0029993.png,0.137,0.1192,0.6812,43.559
ISIC_0029995.png,0.3889,0.4365,0.1555,28.1493
ISIC_0029998.png,0.2084,0.4454,0.5266,19.7416
ISIC_0030002.png,0.2023,0.2291,0.615,58.4773
ISIC_0030003.png,0.1211,0.1556,0.6561,57.4582
ISIC_0030006.png,0.1438,0.188,0.6256,46.7362
ISIC_0030017.png,0.1448,0.1162,0.7578,41.3541
ISIC_0030029.png,0.1603,0.0965,0.6923,43.8657
ISIC_0030032.png,0.2364,0.3269,0.5694,36.4371
ISIC_0030034.png,0.1624,0.2343,0.5655,51.1024
ISIC_0030047.png,0.1396,0.2162,0.6763,34.0606
ISIC_0030060.png,0.2557,0.214,0.542,46.3372
ISIC_0030072.png,0.1177,0.0892,0.6403,48.4599
ISIC_0030077.png,0.103,0.1068,0.5866,54.5331
ISIC_0030080.png,0.3493,0.2701,0.4353,34.9701
ISIC_0030083.png,0.1787,0.1916,0.607,61.6541
ISIC_0030085.png,0.3849,0.3034,0.4106,15.5922
ISIC_0030087.png,0.1366,0.1474,0.6523,55.2784
ISIC_0030089.png,0.6228,0.241,0.1512,2.5816
ISIC_0030101.png,0.096,0.0983,0.6674,32.9764
ISIC_0030106.png,0.2164,0.1676,0.486,46.1522
ISIC_0030107.png,0.2193,0.274,0.4534,28.3089
ISIC_0030110.png,0.3492,0.2369,0.4644,29.6046
ISIC_0030116.png,0.1242,0.1295,0.7742,51.4421
ISIC_0030119.png,0.2582,0.2125,0.5983,9.9719
ISIC_0030122.png,0.2224,0.1748,0.668,38.973
ISIC_0030128.png,0.0746,0.0968,0.7788,51.4298
ISIC_0030129.png,0.1308,0.1027,0.596,32.7674
ISIC_0030135.png,0.0694,0.1618,0.7295,40.0574
ISIC_0030139.png,0.3138,0.1849,0.6729,14.5384
ISIC_0030150.png,0.3116,0.2315,0.3519,38.3309
ISIC_0030156.png,0.671,0.6497,0.1311,21.9055
ISIC_0030171.png,0.321,0.255,0.3972,17.3354
ISIC_0030183.png,0.3092,0.3142,0.3517,22.4513
ISIC_0030193.png,0.0873,0.1035,0.795,35.2182
ISIC_0030194.png,0.2078,0.177,0.6419,46.5595
ISIC_0030211.png,0.2615,0.2629,0.4817,63.6614
ISIC_0030219.png,0.2795,0.4715,0.3246,22.7148
ISIC_0030235.png,0.4009,0.6795,0.337,14.8202
ISIC_0030237.png,0.3419,0.1896,0.5537,48.6045
ISIC_0030238.png,0.123,0.2202,0.5296,54.6155
ISIC_0030254.png,0.1553,0.2708,0.6812,39.0489
ISIC_0030255.png,0.1402,0.137,0.7999,21.3293
ISIC_0030259.png,0.171,0.2191,0.6196,18.2325
ISIC_0030281.png,0.0868,0.1508,0.7826,18.9054
ISIC_0030291.png,0.2421,0.2409,0.7055,18.9966
ISIC_0030296.png,0.1757,0.1531,0.7063,36.1377
ISIC_0030300.png,0.1472,0.2125,0.6127,14.7525
ISIC_0030313.png,0.1556,0.1628,0.6275,30.864
ISIC_0030333.png,0.6888,0.7682,0.3272,25.3262
ISIC_0030336.png,0.6927,1.0597,0.1029,18.2289
ISIC_0030342.png,0.1124,0.1181,0.5952,35.7586
ISIC_0030353.png,0.2659,0.2299,0.4777,48.0535
ISIC_0030356.png,0.1112,0.1277,0.7547,69.0832
ISIC_0030360.png,0.5216,0.4965,0.4437,20.0381
ISIC_0030366.png,0.157,0.1871,0.6277,53.4223
ISIC_0030373.png,0.1728,0.3364,0.5951,35.1222
ISIC_0030391.png,0.1767,0.1745,0.7421,36.1001
ISIC_0030392.png,0.1199,0.1089,0.7689,54.9696
ISIC_0030393.png,0.2943,0.2303,0.6092,57.496
ISIC_0030404.png,0.2331,0.1431,0.5436,62.7684
ISIC_0030407.png,0.3251,0.2842,0.5116,39.7328
ISIC_0030417.png,0.3764,0.2651,0.4773,15.3748
ISIC_0030423.png,1.8746,1.5999,0.0139,2.6549
ISIC_0030428.png,0.1359,0.1556,0.6149,49.7918
ISIC_0030434.png,0.0823,0.1105,0.6101,28.6468
ISIC_0030435.png,0.2043,0.1889,0.6502,56.2161
ISIC_0030437.png,0.1894,0.1798,0.707,41.8905
ISIC_0030440.png,0.1456,0.3391,0.7513,30.5852
ISIC_0030443.png,0.0914,0.1963,0.6515,31.3905
ISIC_0030447.png,0.1668,0.1675,0.7662,49.0166
ISIC_0030457.png,0.1609,0.1737,0.6805,36.8635
ISIC_0030462.png,0.1046,0.0813,0.628,47.9168
ISIC_0030469.png,0.1278,0.1491,0.6909,45.3655
ISIC_0030470.png,0.1442,0.1372,0.5167,38.2137
ISIC_0030481.png,0.7335,0.6725,0.1007,25.4361
ISIC_0030484.png,0.2013,0.2145,0.5802,35.8532
ISIC_0030492.png,0.3034,0.301,0.534,58.368
ISIC_0030501.png,0.294,0.2309,0.5544,28.1472
ISIC_0030506.png,0.1652,0.185,0.6301,37.1855
ISIC_0030508.png,0.9577,0.8903,0.0628,6.0821
ISIC_0030512.png,0.1132,0.151,0.7059,45.3296
ISIC_0030518.png,0.193,0.1554,0.7287,39.5729
ISIC_0030519.png,0.0868,0.2187,0.716,31.777
ISIC_0030535.png,0.1308,0.1283,0.7472,16.4688
ISIC_0030541.png,0.1491,0.1453,0.5121,36.8139
ISIC_0030546.png,0.3384,0.4044,0.5888,24.2065
ISIC_0030552.png,0.1346,0.3992,0.5683,28.7373
ISIC_0030554.png,0.3292,0.3757,0.3127,31.0303
ISIC_0030563.png,0.1629,0.1875,0.6054,35.8356
ISIC_0030575.png,0.1808,0.2826,0.5658,42.9436
ISIC_0030592.png,0.6175,0.6072,0.2422,21.6434
ISIC_0030596.png,0.2592,0.2156,0.3723,22.4362
ISIC_0030597.png,0.1371,0.2917,0.6426,46.1558
ISIC_0030610.png,0.1819,0.0929,0.6928,61.5492
ISIC_0030616.png,0.6699,0.3099,0.3903,13.9852
ISIC_0030623.png,0.0582,0.0764,0.8106,31.5356
ISIC_0030641.png,0.284,0.2171,0.6791,16.9133
ISIC_0030653.png,0.1287,0.1212,0.7581,28.71
ISIC_0030656.png,0.1508,0.1469,0.6151,40.3335
ISIC_0030657.png,0.1581,0.18,0.7351,28.6458
ISIC_0030660.png,0.0936,0.0852,0.7091,41.802
ISIC_0030663.png,0.2499,0.2408,0.6576,19.5877
ISIC_0030666.png,0.3384,0.1708,0.7638,16.9758
ISIC_0030681.png,0.1498,0.1745,0.727,64.0644
ISIC_0030689.png,0.3069,0.3335,0.4913,25.0876
ISIC_0030694.png,0.2358,0.2282,0.6351,25.4514
ISIC_0030695.png,0.2993,0.2767,0.501,49.6213
ISIC_0030697.png,0.1047,0.0706,0.8437,16.6155
ISIC_0030703.png,0.1301,0.1257,0.816,47.2187
ISIC_0030704.png,0.1685,0.1115,0.7487,38.7622
ISIC_0030718.png,0.1014,0.2091,0.7104,38.0592
ISIC_0030725.png,0.0702,0.0542,0.7977,32.1714
ISIC_0030729.png,0.3487,0.3237,0.5509,13.5261
ISIC_0030732.png,0.3011,0.3165,0.3545,23.9891
ISIC_0030747.png,0.1464,0.1664,0.6993,37.349
ISIC_0030749.png,0.0911,0.0773,0.7253,55.019
ISIC_0030751.png,0.2282,0.2833,0.7214,26.0727
ISIC_0030754.png,0.3038,0.3119,0.4335,21.9912
ISIC_0030760.png,0.1833,0.2171,0.5051,26.6716
ISIC_0030769.png,0.1423,0.0747,0.6644,71.6588
ISIC_0030774.png,0.321,0.3596,0.1768,28.7989
ISIC_0030780.png,0.1449,0.1646,0.6673,45.8013
ISIC_0030784.png,0.6965,0.6285,0.3275,11.8393
ISIC_0030795.png,0.1027,0.1446,0.7743,47.5575
ISIC_0030798.png,1.8992,1.6682,0.0088,2.4888
ISIC_0030817.png,0.109,0.1398,0.6679,62.2674
ISIC_0030818.png,0.1445,0.0861,0.7819,36.7076
ISIC_0030820.png,0.2329,0.163,0.54,58.7593
ISIC_0030824.png,0.1833,0.2599,0.5294,42.9598
ISIC_0030828.png,0.0915,0.0631,0.8078,35.2633
ISIC_0030829.png,0.102,0.0962,0.7042,29.6154
ISIC_0030831.png,0.1382,0.0851,0.7686,46.6548
ISIC_0030833.png,0.2558,0.3061,0.5524,38.1712
ISIC_0030843.png,0.1998,0.1994,0.6815,36.1034
ISIC_0030845.png,0.3178,0.1706,0.6423,44.778
ISIC_0030852.png,0.1721,0.328,0.4545,42.9829
ISIC_0030856.png,0.169,0.1545,0.6865,31.4897
ISIC_0030860.png,0.1223,0.1634,0.6074,38.0392
ISIC_0030873.png,0.6524,0.6634,0.2123,34.7514
ISIC_0030889.png,0.6838,0.6772,0.3037,14.599
ISIC_0030898.png,0.2702,0.1539,0.6202,24.2664
ISIC_0030900.png,0.1362,0.1541,0.7424,22.4465
ISIC_0030901.png,0.423,0.2642,0.3085,41.9655
ISIC_0030910.png,0.1951,0.2262,0.3554,34.2224
ISIC_0030911.png,0.1107,0.1559,0.7573,37.3653
ISIC_0030913.png,0.1407,0.1443,0.6372,48.4624
ISIC_0030916.png,0.1786,0.172,0.593,40.0462
ISIC_0030921.png,0.2008,0.4429,0.425,46.2785
ISIC_0030922.png,0.2017,0.1356,0.5644,41.5238
ISIC_0030929.png,0.5456,0.3027,0.504,20.5942
ISIC_0030932.png,0.3503,0.2217,0.5631,18.1765
ISIC_0030943.png,0.1016,0.1413,0.6799,46.6783
ISIC_0030951.png,0.1493,0.1588,0.6095,54.0139
ISIC_0030952.png,0.1079,0.1517,0.5908,53.6172
ISIC_0030957.png,0.1174,0.2191,0.7662,67.6624
ISIC_0030963.png,0.1134,0.1049,0.6967,35.9959
ISIC_0030969.png,0.1273,0.1291,0.5871,46.5319
ISIC_0030970.png,0.2341,0.2324,0.5323,41.3224
ISIC_0030974.png,0.3337,0.3062,0.6479,40.2024
ISIC_0030981.png,0.2129,0.1898,0.734,15.0342
ISIC_0030985.png,0.3025,0.4011,0.4208,23.533
ISIC_0030994.png,0.4508,0.4443,0.3824,27.6815
ISIC_0030995.png,0.3479,0.2281,0.4659,43.6485
ISIC_0031005.png,0.8581,0.4107,0.405,17.182
ISIC_0031010.png,0.1271,0.125,0.7101,20.5247
ISIC_0031013.png,0.347,0.2561,0.3509,42.5246
ISIC_0031015.png,0.4085,0.3218,0.4389,21.0962
ISIC_0031018.png,0.1424,0.097,0.7588,26.1641
ISIC_0031021.png,0.1596,0.1828,0.6427,23.8977
ISIC_0031028.png,0.2554,0.0954,0.6617,36.3328
ISIC_0031034.png,0.4062,0.3585,0.1972,24.5786
ISIC_0031039.png,0.2705,0.1693,0.619,20.2456
ISIC_0031045.png,0.2163,0.2113,0.6006,28.9083
ISIC_0031070.png,0.0886,0.1598,0.7669,33.7775
ISIC_0031074.png,0.1094,0.091,0.6912,32.7413
ISIC_0031077.png,0.5322,0.2464,0.3982,23.7563
ISIC_0031079.png,0.1249,0.1726,0.6822,41.4752
ISIC_0031087.png,1.8685,1.6757,0.0546,2.5603
ISIC_0031096.png,0.0951,0.1269,0.7402,27.6489
ISIC_0031101.png,0.3331,0.1873,0.6384,31.3021
ISIC_0031104.png,0.1362,0.135,0.5517,41.3888
ISIC_0031118.png,0.4466,0.3108,0.3997,19.9733
ISIC_0031127.png,0.0723,0.0613,0.808,56.9128
ISIC_0031146.png,0.4173,0.3231,0.4171,37.9202
ISIC_0031155.png,0.1059,0.1758,0.7277,36.9446
ISIC_0031170.png,0.9584,0.9649,0.141,20.8527
ISIC_0031184.png,0.2757,0.1778,0.4865,39.7775
ISIC_0031202.png,0.1804,0.1297,0.5396,44.0026
ISIC_0031203.png,0.3644,0.4312,0.4622,19.1286
ISIC_0031204.png,0.1749,0.272,0.5294,50.2582
ISIC_0031208.png,0.1778,0.2103,0.6292,62.2542
ISIC_0031213.png,0.111,0.1107,0.7783,47.4494
ISIC_0031214.png,0.205,0.1714,0.4702,43.895
ISIC_0031221.png,0.204,0.2167,0.7632,16.139
ISIC_0031224.png,0.1585,0.1132,0.7319,45.4944
ISIC_0031233.png,0.1684,0.2376,0.5214,58.738
ISIC_0031246.png,0.1459,0.1362,0.709,60.6315
ISIC_0031248.png,0.122,0.2031,0.6003,61.6215
ISIC_0031249.png,0.4308,0.5394,0.5256,6.6927
ISIC_0031278.png,0.2258,0.2252,0.6113,47.7835
ISIC_0031293.png,0.1068,0.0757,0.7848,22.826
ISIC_0031295.png,0.4217,0.3034,0.5469,34.2643
ISIC_0031303.png,0.4052,0.3508,0.5596,13.4309
ISIC_0031304.png,0.1281,0.2394,0.7013,28.1646
ISIC_0031310.png,0.3178,0.3128,0.3809,26.859
ISIC_0031324.png,0.0895,0.1253,0.6697,42.7365
ISIC_0031325.png,1.7981,1.9025,0.0229,2.8542
ISIC_0031337.png,0.2874,0.2838,0.6734,24.1515
ISIC_0031338.png,0.1029,0.1184,0.7361,29.9157
ISIC_0031350.png,0.364,0.3698,0.5218,21.6971
ISIC_0031356.png,0.1108,0.1474,0.7702,30.1772
ISIC_0031357.png,0.1041,0.1032,0.7562,45.969
ISIC_0031363.png,0.2285,0.1472,0.6436,43.2384
ISIC_0031365.png,0.2092,0.2413,0.3736,28.5206
ISIC_0031368.png,0.4495,0.5098,0.1875,26.9432
ISIC_0031369.png,0.6956,0.6927,0.2762,18.9715
ISIC_0031377.png,0.1754,0.1692,0.7368,19.2202
ISIC_0031379.png,0.1417,0.1861,0.6311,31.4169
ISIC_0031386.png,0.2875,0.91,0.2838,24.8548
ISIC_0031389.png,0.2083,0.1462,0.724,18.0665
ISIC_0031397.png,0.3925,0.4451,0.3881,16.3663
ISIC_0031401.png,1.3209,1.4974,0.0199,2.6074
ISIC_0031406.png,0.2811,0.2986,0.6436,12.1028
ISIC_0031408.png,0.4168,0.3013,0.3888,43.8627
ISIC_0031417.png,0.1731,0.1783,0.7087,23.4266
ISIC_0031422.png,0.1374,0.1432,0.6217,31.2213
ISIC_0031425.png,1.7471,1.8113,0.0122,3.5263
ISIC_0031438.png,0.0696,0.1375,0.7565,45.9565
ISIC_0031463.png,0.1184,0.1316,0.6822,43.6249
ISIC_0031472.png,0.3101,0.3105,0.6115,34.6043
ISIC_0031477.png,0.0556,0.0799,0.8272,44.5884
ISIC_0031482.png,0.1383,0.132,0.5462,57.0799
ISIC_0031494.png,1.5668,1.614,0.0142,2.5816
ISIC_0031499.png,0.1561,0.2788,0.5749,47.5688
ISIC_0031501.png,0.1365,0.2611,0.6989,14.7208
ISIC_0031507.png,0.4412,0.4854,0.434,32.3897
ISIC_0031517.png,0.5222,0.4191,0.0766,15.1986
ISIC_0031529.png,0.1318,0.1738,0.5587,52.3525
ISIC_0031543.png,1.5055,1.6046,0.0149,2.5401
ISIC_0031545.png,0.1527,0.1885,0.6563,37.579
ISIC_0031546.png,0.1675,0.1731,0.596,38.2999
ISIC_0031548.png,0.0888,0.1202,0.7085,38.7941
ISIC_0031550.png,0.3658,0.3238,0.5391,35.8526
ISIC_0031553.png,0.1919,0.1922,0.6346,48.5846
ISIC_0031561.png,0.1927,0.391,0.5004,22.8677
ISIC_0031565.png,0.2117,0.3035,0.632,31.0802
ISIC_0031575.png,0.1339,0.0835,0.6877,65.1387
ISIC_0031582.png,0.0766,0.1017,0.7379,52.5051
ISIC_0031586.png,0.3071,0.172,0.6786,38.6069
ISIC_0031589.png,0.2488,0.1707,0.5631,39.3568
ISIC_0031598.png,0.1048,0.1193,0.7819,22.1126
ISIC_0031611.png,0.0943,0.0799,0.7988,49.4171
ISIC_0031621.png,0.1057,0.2843,0.7198,48.9754
ISIC_0031625.png,0.1096,0.1474,0.7129,40.2732
ISIC_0031626.png,0.1129,0.0797,0.6541,41.4461
ISIC_0031627.png,0.1722,0.1722,0.6448,33.8943
ISIC_0031629.png,0.2889,0.2364,0.655,26.5119
ISIC_0031642.png,0.1241,0.183,0.6997,50.645
ISIC_0031649.png,0.234,0.1663,0.6184,30.4595
ISIC_0031671.png,0.0922,0.1062,0.7091,40.2436
ISIC_0031674.png,0.1873,0.1708,0.6463,73.0061
ISIC_0031680.png,0.1807,0.0974,0.7214,20.2326
ISIC_0031705.png,0.5934,0.4301,0.1553,2.6063
ISIC_0031709.png,0.3655,0.4424,0.4211,33.9027
ISIC_0031711.png,0.5638,0.2518,0.5563,37.4999
ISIC_0031717.png,0.2107,0.217,0.4973,26.8298
ISIC_0031726.png,0.3312,0.2086,0.6365,24.8605
ISIC_0031741.png,0.1378,0.1225,0.6811,39.0304
ISIC_0031742.png,0.3711,0.3252,0.4032,22.4792
ISIC_0031744.png,0.0892,0.113,0.727,39.1836
ISIC_0031745.png,0.2984,0.154,0.7265,21.7931
ISIC_0031746.png,0.6743,0.8752,0.2592,24.6326
ISIC_0031752.png,0.1921,0.1665,0.6196,53.4963
ISIC_0031763.png,0.1157,0.2374,0.5069,43.873
ISIC_0031784.png,0.4166,0.47,0.2546,19.1807
ISIC_0031785.png,0.2344,0.2708,0.678,27.8612
ISIC_0031795.png,0.2057,0.2097,0.1679,37.2078
ISIC_0031800.png,0.1433,0.2157,0.6572,53.2263
ISIC_0031807.png,0.1869,0.206,0.7518,28.7574
ISIC_0031821.png,0.1116,0.1184,0.8059,30.0671
ISIC_0031829.png,0.2618,0.17,0.5394,16.8561
ISIC_0031835.png,0.1302,0.0937,0.6167,35.4178
ISIC_0031843.png,0.1135,0.1939,0.6361,47.0958
ISIC_0031844.png,0.1248,0.1254,0.5603,44.5059
ISIC_0031863.png,0.1599,0.1346,0.6776,56.9182
ISIC_0031877.png,0.0658,0.166,0.7454,41.7224
ISIC_0031883.png,0.1573,0.1785,0.6761,33.9908
ISIC_0031891.png,0.2835,0.2892,0.408,43.7193
ISIC_0031900.png,0.6221,0.5552,0.1934,27.5304
ISIC_0031908.png,0.1293,0.1349,0.5086,58.6605
ISIC_0031909.png,0.1279,0.0996,0.6967,30.1455
ISIC_0031914.png,0.2697,0.1574,0.704,35.5647
ISIC_0031915.png,0.37,0.4344,0.5328,48.2794
ISIC_0031926.png,0.2612,0.1548,0.6587,42.9053
ISIC_0031931.png,0.8843,0.5887,0.2346,23.6597
ISIC_0031935.png,0.1539,0.0923,0.7523,66.1391
ISIC_0031941.png,0.4444,0.3844,0.4027,51.4678
ISIC_0031953.png,0.1285,0.212,0.7704,35.6374
ISIC_0031958.png,0.9699,0.8855,0.214,26.8588
ISIC_0031960.png,0.092,0.1055,0.7089,49.9176
ISIC_0031965.png,0.9389,0.7442,0.231,10.7572
ISIC_0031972.png,0.6278,0.5872,0.1607,29.1423
ISIC_0031977.png,0.1343,0.2482,0.6092,47.4825
ISIC_0031985.png,0.0898,0.1204,0.7472,44.3982
ISIC_0031997.png,0.1125,0.4071,0.5977,34.0597
ISIC_0031999.png,0.8881,0.263,0.3734,7.3779
ISIC_0032001.png,0.0734,0.0846,0.7641,62.6399
ISIC_0032005.png,0.3454,0.3431,0.404,26.1831
ISIC_0032012.png,0.1165,0.1793,0.6883,37.5014
ISIC_0032017.png,0.7179,0.5239,0.298,19.4981
ISIC_0032019.png,0.441,0.4792,0.3674,24.1078
ISIC_0032029.png,0.2174,0.2454,0.5881,25.3648
ISIC_0032033.png,0.1779,0.2222,0.6794,28.173
ISIC_0032034.png,0.2987,0.4524,0.5305,13.9567
ISIC_0032036.png,0.2284,0.3877,0.3041,36.6227
ISIC_0032044.png,0.3431,0.3397,0.3838,48.9108
ISIC_0032046.png,0.1173,0.3577,0.7015,13.7167
ISIC_0032047.png,0.2349,0.3751,0.552,30.0894
ISIC_0032052.png,0.2795,0.1933,0.5534,39.7894
ISIC_0032070.png,0.6136,0.7082,0.2514,18.6336
ISIC_0032072.png,0.3148,0.4003,0.3756,33.6173
ISIC_0032079.png,0.9642,0.7778,0.124,20.5627
ISIC_0032089.png,0.09,0.0883,0.7055,49.4914
ISIC_0032094.png,0.1562,0.271,0.6447,49.1413
