id,b_m,malignant,x_sym,y_sym,compact,ap_ratio,rms,coeff_1,coeff_2,coeff_3,mom1_1,mom2_1,mom3_1,mom4_1,mom1_2,mom2_2,mom3_2,mom4_2,mom1_3,mom2_3,mom3_3,mom4_3,pi_sym,pi_bor,pi_col
ISIC_0033570,malignant,1,0.1762,0.1124,0.5532,47.9548,18.961,0.133,0.13,0.128,145.374,19.394,116.348,52.19,145.0,18.792,117.279,51.763,145.062,18.639,123.997,55.878,1.032932,0.429776,0.956138
ISIC_0033573,malignant,1,0.4118,0.5068,0.4262,23.8078,26.397,0.21,0.206,0.203,128.686,26.979,128.662,51.023,128.882,26.525,129.453,51.159,129.042,26.18,129.434,50.666,1.055349,0.295344,-0.651583
ISIC_0033574,benign,0,0.1445,0.1359,0.7503,46.7775,22.527,0.159,0.159,0.158,142.272,22.597,119.152,59.061,142.249,22.556,119.286,58.964,142.21,22.503,115.829,58.44,-0.245358,0.593711,-0.287031
ISIC_0033578,malignant,1,0.2462,0.2955,0.5315,25.9714,13.353,0.094,0.094,0.094,141.212,13.3,118.01,54.094,141.33,13.29,119.512,54.544,141.454,13.31,116.736,51.951,-0.140739,0.050414,0.162387
ISIC_0033584,benign,0,0.1438,0.2017,0.7199,11.0206,14.685,0.106,0.106,0.106,138.287,14.677,133.025,63.37,138.323,14.655,132.671,62.047,138.352,14.648,134.376,61.016,0.09156,-0.135714,-0.144764
ISIC_0033585,benign,0,0.1558,0.205,0.6728,63.025,20.141,0.138,0.138,0.139,145.191,19.991,106.713,48.525,145.223,20.061,107.138,48.794,145.239,20.128,109.613,47.82,-0.82242,0.03066,1.339799
ISIC_0033586,malignant,1,0.2889,0.2477,0.4989,58.1425,31.179,0.21,0.208,0.206,151.151,31.753,110.609,52.914,150.911,31.418,112.848,51.437,150.684,31.092,112.947,55.874,0.188829,0.893009,-0.542293
ISIC_0033589,benign,0,0.194,0.2067,0.6788,30.4421,28.138,0.221,0.218,0.217,128.788,28.445,128.338,52.609,129.066,28.199,127.129,51.77,129.43,28.025,127.085,49.017,0.652975,0.915606,1.150578
ISIC_0033594,malignant,1,0.1055,0.1039,0.753,39.1265,18.916,0.137,0.136,0.136,139.243,19.08,115.874,53.276,139.361,19.01,112.773,54.236,139.452,18.916,114.533,56.393,-0.138383,-0.2337,0.517427
ISIC_0033595,malignant,1,0.1669,0.233,0.347,44.1915,40.983,0.343,0.34,0.338,120.514,41.281,101.468,48.117,120.798,41.065,101.785,48.038,121.078,40.918,108.954,50.977,1.238307,0.256133,1.14886
ISIC_0033603,malignant,1,0.0618,0.0872,0.7489,67.0336,32.471,0.213,0.212,0.211,153.541,32.694,133.373,62.574,153.393,32.503,134.49,61.656,153.344,32.365,135.24,58.077,-0.561414,-1.092473,1.047421
ISIC_0033605,benign,0,0.0894,0.1218,0.7596,49.9856,23.645,0.162,0.163,0.164,144.331,23.386,98.624,79.991,144.464,23.533,98.393,79.889,144.596,23.714,99.152,82.142,0.016735,-0.817572,0.757647
ISIC_0033607,malignant,1,0.0739,0.1341,0.7509,32.6491,18.624,0.13,0.131,0.132,141.445,18.445,105.861,65.824,141.492,18.533,106.589,61.003,141.531,18.668,101.088,64.014,0.016196,0.650727,0.332092
ISIC_0033612,malignant,1,0.1049,0.0924,0.8047,51.3658,29.475,0.197,0.196,0.196,150.519,29.633,163.639,45.787,150.451,29.535,164.462,46.078,150.456,29.427,174.354,44.623,-0.529516,-0.198806,-0.044735
ISIC_0033616,malignant,1,0.1611,0.2362,0.7383,66.0964,29.865,0.195,0.195,0.195,153.118,29.896,95.438,34.086,153.068,29.796,93.549,34.411,153.094,29.815,98.831,35.077,0.185408,1.46487,-0.631467
ISIC_0033619,malignant,1,0.2775,0.3342,0.66,36.7557,32.262,0.212,0.212,0.211,152.564,32.397,106.179,49.219,152.493,32.265,108.327,48.071,152.465,32.178,105.852,53.745,-0.170849,-0.211771,0.885991
ISIC_0033621,benign,0,0.087,0.0923,0.5747,59.7307,39.062,0.343,0.34,0.337,114.987,39.446,102.561,42.083,115.251,39.195,100.678,45.858,115.572,38.969,99.587,40.809,0.411817,1.104081,-0.038219
ISIC_0033625,benign,0,0.0548,0.0601,0.8323,48.6519,36.042,0.236,0.236,0.235,153.042,36.072,109.701,55.521,153.021,36.048,108.664,56.958,153.034,36.03,107.025,56.245,-0.364259,-1.031976,-0.21466
ISIC_0033630,malignant,1,0.145,0.1788,0.4264,42.204,25.906,0.187,0.186,0.185,139.792,26.166,121.081,61.109,139.809,25.968,117.999,58.667,139.867,25.854,111.729,59.249,0.880839,-0.051369,0.544534
ISIC_0033636,malignant,1,0.2359,0.3064,0.398,40.7654,23.149,0.179,0.176,0.174,132.095,23.633,109.704,48.661,132.165,23.293,109.77,48.83,132.268,23.045,110.105,48.764,1.10567,0.319213,0.491535
ISIC_0033638,malignant,1,0.0645,0.1177,0.8111,22.3334,31.545,0.197,0.197,0.198,158.941,31.294,125.618,50.64,159.068,31.397,123.621,50.688,159.227,31.581,126.496,51.779,-1.082157,0.078596,-0.532647
ISIC_0033640,benign,0,0.0657,0.0984,0.7033,35.6275,16.72,0.119,0.12,0.121,138.557,16.512,110.953,55.1,138.661,16.648,109.289,57.797,138.745,16.753,107.734,57.602,-0.776144,-0.286753,-1.331889
ISIC_0033641,benign,0,0.0962,0.0721,0.7552,44.5479,17.928,0.126,0.127,0.128,140.158,17.724,107.232,78.561,140.268,17.841,109.597,77.874,140.375,17.983,109.297,79.16,-0.54955,-0.846003,0.277803
ISIC_0033643,malignant,1,0.3678,0.3102,0.4879,13.985,31.321,0.25,0.248,0.247,126.294,31.569,111.591,61.326,126.603,31.434,112.267,58.944,126.876,31.284,110.796,56.342,0.451344,-0.074672,0.433683
ISIC_0033644,malignant,1,1.3611,0.6346,0.1077,2.6114,40.299,0.349,0.346,0.343,116.583,40.665,101.885,44.583,116.941,40.433,102.505,44.838,117.298,40.194,105.124,40.769,-0.246091,0.468792,0.263559
ISIC_0033651,malignant,1,0.1447,0.2607,0.7165,62.5716,18.589,0.13,0.131,0.131,142.178,18.537,95.27,59.18,142.212,18.586,95.148,56.486,142.212,18.612,96.168,56.621,-0.537183,-0.548864,-0.044167
ISIC_0033653,malignant,1,0.2645,0.2423,0.5577,25.0269,32.43,0.274,0.271,0.268,120.117,32.878,109.721,41.846,120.445,32.609,107.881,44.627,120.742,32.327,111.835,45.133,0.600468,0.485897,0.064457
ISIC_0033654,malignant,1,0.1108,0.1164,0.699,67.4827,28.99,0.194,0.194,0.195,149.057,28.846,94.826,62.32,149.143,28.946,95.941,61.924,149.222,29.037,94.761,60.403,-0.573348,0.438903,0.243638
ISIC_0033655,malignant,1,0.33,0.329,0.4778,55.487,44.185,0.28,0.28,0.28,157.807,44.168,100.936,66.176,157.813,44.184,99.902,69.067,157.811,44.186,98.135,69.817,0.395421,0.564754,0.377179
ISIC_0033662,malignant,1,0.131,0.1402,0.6953,66.3965,48.77,0.297,0.297,0.296,164.621,48.909,132.953,38.135,164.564,48.826,132.272,38.983,164.529,48.715,128.476,41.713,-0.187701,0.515207,-0.343952
ISIC_0033664,benign,0,0.1404,0.2064,0.6948,34.2469,21.835,0.154,0.154,0.155,140.754,21.608,106.415,66.462,140.846,21.714,108.23,69.228,140.964,21.872,108.107,64.463,0.428184,-0.183311,0.517923
ISIC_0033668,malignant,1,0.2397,0.3329,0.2912,35.9063,15.367,0.106,0.106,0.106,144.523,15.371,117.036,50.516,144.534,15.312,113.926,49.678,144.531,15.308,119.572,51.506,0.322525,1.21822,0.3496
ISIC_0033678,malignant,1,0.3217,0.2422,0.4968,50.4685,25.572,0.193,0.191,0.19,133.813,25.833,104.227,58.708,134.101,25.663,105.215,59.521,134.365,25.534,108.688,60.016,1.340295,0.584037,0.651521
ISIC_0033679,malignant,1,0.2398,0.2168,0.5228,25.0557,25.05,0.184,0.182,0.18,138.354,25.451,118.702,59.447,138.527,25.205,116.614,58.923,138.692,24.956,119.641,56.24,-0.132745,-0.2638,0.325224
ISIC_0033681,benign,0,0.2802,0.3228,0.5979,35.384,13.174,0.096,0.095,0.094,139.157,13.294,117.287,64.176,139.188,13.178,117.811,63.068,139.189,13.118,121.228,60.391,0.031071,0.381132,-0.353878
ISIC_0033687,malignant,1,1.3814,0.7085,0.1049,2.6351,40.495,0.342,0.339,0.336,119.665,40.868,107.53,46.257,119.948,40.652,107.759,45.833,120.261,40.397,114.338,42.383,0.327674,0.294824,0.287529
ISIC_0033689,benign,0,0.1291,0.1285,0.6701,40.9121,24.259,0.167,0.167,0.168,144.058,24.079,104.01,55.196,144.189,24.125,103.354,56.326,144.294,24.275,103.857,57.396,-0.681094,-0.898098,0.204268
ISIC_0033692,benign,0,0.0843,0.1012,0.7486,30.4829,24.462,0.165,0.165,0.165,148.013,24.437,96.284,51.701,148.058,24.363,97.981,51.143,148.218,24.449,96.876,50.671,-0.07051,0.829787,0.144459
ISIC_0033696,malignant,1,0.0981,0.117,0.6813,67.2492,14.359,0.105,0.104,0.104,138.245,14.462,108.465,51.111,138.11,14.383,110.684,53.178,137.977,14.333,115.12,51.618,0.292443,1.01068,0.720808
ISIC_0033697,benign,0,0.213,0.1785,0.6532,23.2097,21.781,0.161,0.161,0.161,135.437,21.81,102.463,53.891,135.495,21.756,101.643,51.954,135.624,21.77,102.348,53.424,-0.290277,-0.815271,-0.480363
ISIC_0033700,malignant,1,0.2559,0.2347,0.5942,61.6054,22.873,0.157,0.158,0.159,144.154,22.594,100.094,63.198,144.309,22.789,102.155,63.531,144.426,22.99,100.673,69.691,0.766111,0.497533,1.066587
ISIC_0033704,malignant,1,0.2805,0.3967,0.3063,33.264,22.558,0.159,0.158,0.158,142.743,22.64,110.29,63.265,142.693,22.602,109.434,64.349,142.693,22.534,107.673,59.258,0.84435,0.51171,0.351367
ISIC_0033708,malignant,1,0.6773,0.7029,0.2515,10.3986,25.035,0.167,0.167,0.166,150.697,25.231,103.159,63.479,150.704,25.114,105.701,63.307,150.673,24.985,101.614,65.356,0.506306,0.518075,0.81773
ISIC_0033710,malignant,1,0.3307,0.5839,0.1805,27.5305,15.608,0.107,0.108,0.108,144.467,15.449,122.95,54.962,144.548,15.564,119.257,53.873,144.561,15.663,115.975,55.613,1.36176,1.49827,0.783701
ISIC_0033711,benign,0,0.1051,0.1689,0.6895,31.9566,37.632,0.315,0.312,0.31,120.83,38.014,80.132,35.312,121.041,37.779,82.712,36.193,121.279,37.568,86.359,37.805,-1.258875,-0.287611,-0.07597
ISIC_0033713,malignant,1,0.2717,0.3624,0.2046,34.0745,49.4,0.301,0.301,0.301,164.333,49.468,121.43,67.518,164.317,49.443,120.62,63.27,164.235,49.398,120.833,62.096,0.824952,1.023086,-0.006206
ISIC_0033724,benign,0,0.0747,0.0377,0.8689,13.4492,21.101,0.147,0.149,0.15,141.335,20.842,113.062,58.829,141.533,21.028,110.307,55.912,141.678,21.197,110.39,57.801,-1.792662,-0.692004,-1.052158
ISIC_0033725,malignant,1,0.2201,0.1842,0.5263,38.6363,22.313,0.151,0.151,0.152,147.072,22.163,113.24,53.196,147.085,22.185,115.753,53.18,147.156,22.318,114.35,51.204,0.317508,0.68302,0.695088
ISIC_0033729,benign,0,0.134,0.1815,0.7494,24.4358,12.124,0.093,0.092,0.092,131.158,12.163,103.104,69.273,131.35,12.125,105.354,68.122,131.525,12.113,105.736,66.146,-0.243275,-0.556025,0.095018
ISIC_0033730,malignant,1,0.2733,0.2661,0.4956,53.5638,44.294,0.33,0.329,0.327,134.433,44.418,99.079,38.936,134.815,44.343,94.089,38.374,135.215,44.277,97.534,37.568,-0.526646,0.670616,0.086546
ISIC_0033738,benign,0,0.1583,0.1321,0.6381,27.162,40.584,0.343,0.342,0.34,118.77,40.794,110.008,51.327,118.912,40.636,110.257,49.885,119.191,40.547,112.614,52.619,0.666293,-0.309513,0.470257
ISIC_0033752,malignant,1,0.6268,0.5967,0.2079,31.682,31.077,0.23,0.227,0.225,137.394,31.537,103.997,53.287,137.557,31.204,103.715,55.835,137.816,30.953,104.712,52.532,0.68506,1.179831,0.532701
ISIC_0033754,malignant,1,0.164,0.1276,0.5209,56.1797,18.224,0.117,0.117,0.117,155.365,18.113,111.787,70.555,155.464,18.167,110.446,67.135,155.561,18.264,104.715,66.589,-0.581661,-0.190233,-0.411645
ISIC_0033756,benign,0,0.1349,0.1227,0.7854,24.0931,23.852,0.173,0.172,0.172,138.624,23.943,91.166,57.693,138.816,23.888,91.923,57.568,139.005,23.849,91.103,60.178,-1.07493,-0.283984,-0.56718
ISIC_0033759,benign,0,0.1747,0.2268,0.7197,26.2195,12.325,0.094,0.093,0.093,132.747,12.425,117.052,65.594,132.739,12.344,116.085,63.967,132.725,12.284,116.199,63.633,0.329027,-0.256284,1.010334
ISIC_0033771,benign,0,0.1225,0.24,0.6493,24.2802,15.094,0.109,0.109,0.109,138.365,15.054,126.589,63.66,138.389,15.017,126.307,61.234,138.468,15.068,126.036,62.566,0.2384,-0.030897,0.486065
ISIC_0033775,benign,0,0.2332,0.1792,0.6634,29.8189,23.863,0.165,0.165,0.166,143.926,23.741,104.664,59.264,143.96,23.762,105.805,62.124,144.034,23.853,105.031,58.309,1.044489,0.197448,0.072428
ISIC_0033779,malignant,1,0.5365,0.5203,0.2413,18.226,40.258,0.352,0.349,0.347,115.362,40.603,92.301,34.682,115.695,40.4,91.93,36.373,115.963,40.194,89.191,33.727,-0.323532,-0.392678,0.748905
ISIC_0033782,benign,0,0.1961,0.2311,0.6615,14.4907,26.294,0.177,0.178,0.178,147.767,26.158,130.112,50.525,147.882,26.291,130.851,51.131,147.945,26.358,130.25,49.544,0.691764,-0.578013,-0.167463
ISIC_0033787,benign,0,0.1457,0.117,0.7571,31.9455,17.114,0.123,0.122,0.122,140.046,17.242,131.316,65.417,139.952,17.105,131.287,63.701,139.898,17.02,130.897,60.936,0.849599,0.721258,1.231964
ISIC_0033799,benign,0,0.164,0.2285,0.6787,20.6479,17.145,0.12,0.12,0.12,143.11,17.194,122.002,49.693,143.109,17.168,123.13,49.278,143.136,17.122,121.89,48.032,-1.178552,-1.011518,0.158653
ISIC_0033800,benign,0,0.2035,0.294,0.5764,33.2256,12.401,0.093,0.093,0.093,133.315,12.407,83.762,56.768,133.414,12.392,85.217,54.655,133.508,12.396,83.977,54.786,-0.513756,-0.065054,0.778717
ISIC_0033801,malignant,1,0.0797,0.0684,0.7288,69.2082,34.059,0.222,0.221,0.22,154.523,34.273,100.407,57.124,154.452,34.188,99.38,59.22,154.403,34.032,101.005,57.011,-0.410361,0.191079,-0.403895
ISIC_0033802,malignant,1,0.1519,0.2173,0.623,53.7037,36.097,0.235,0.235,0.234,154.066,36.219,101.585,57.354,154.018,36.145,101.199,56.993,154.04,36.054,105.85,60.08,1.100753,-0.506489,0.02218
ISIC_0033804,malignant,1,0.0682,0.0711,0.7863,36.6875,26.205,0.192,0.19,0.189,137.645,26.405,87.628,57.236,137.892,26.257,85.987,57.81,138.202,26.156,82.974,55.922,-0.571646,-0.110248,1.060088
ISIC_0033805,malignant,1,0.0525,0.1175,0.7953,30.2123,44.199,0.272,0.272,0.272,162.161,44.139,126.758,55.951,162.149,44.103,124.469,59.067,162.223,44.136,117.433,59.393,-0.620295,-0.819907,0.172794
ISIC_0033806,malignant,1,0.3813,0.4748,0.3009,43.525,15.257,0.11,0.11,0.11,138.39,15.254,109.949,59.382,138.355,15.225,107.422,56.988,138.396,15.241,109.44,60.229,0.756336,0.404075,0.686032
ISIC_0033807,malignant,1,0.098,0.1081,0.6807,56.7774,29.32,0.2,0.199,0.199,147.482,29.563,114.001,60.801,147.348,29.377,112.549,61.902,147.294,29.244,109.542,57.193,-0.940085,0.199095,1.015645
ISIC_0033812,malignant,1,0.2388,0.2327,0.5051,40.32,25.674,0.177,0.178,0.18,143.139,25.38,101.773,57.594,143.324,25.574,105.716,56.979,143.464,25.771,100.183,55.581,-0.056921,-0.089759,-0.412469
ISIC_0033813,malignant,1,0.3149,0.4885,0.2197,18.6482,21.89,0.15,0.151,0.153,143.622,21.552,130.477,47.923,143.811,21.744,131.456,47.878,143.99,21.968,130.948,44.836,1.179096,0.35743,1.115263
ISIC_0033819,malignant,1,0.1896,0.2406,0.5367,45.8797,20.648,0.146,0.146,0.146,141.495,20.612,97.859,58.949,141.464,20.595,97.559,55.868,141.474,20.653,98.426,56.471,-0.659961,-0.053449,0.491503
ISIC_0033830,benign,0,0.735,0.7857,0.4114,13.6874,16.576,0.118,0.119,0.119,139.518,16.463,94.084,46.213,139.613,16.563,94.689,44.916,139.681,16.611,93.259,44.445,-0.11646,-0.033286,0.528475
ISIC_0033831,malignant,1,0.3088,0.3146,0.5118,46.8199,34.778,0.229,0.228,0.228,152.583,34.869,98.202,59.373,152.542,34.794,96.378,60.689,152.576,34.751,98.193,60.105,0.065371,-0.400536,-0.335411
ISIC_0033832,benign,0,0.1483,0.1228,0.6511,32.0737,10.01,0.071,0.071,0.071,140.492,9.99,129.179,46.075,140.5,9.993,131.426,44.323,140.566,10.015,123.294,43.406,0.143429,-1.131943,0.080437
ISIC_0033834,malignant,1,0.3197,0.2481,0.4817,56.2446,25.043,0.177,0.176,0.176,142.01,25.124,95.465,57.702,142.038,25.03,96.52,57.979,142.123,24.992,95.969,56.507,0.903185,0.605029,0.896607
ISIC_0033841,benign,0,0.136,0.1616,0.6832,48.8567,37.945,0.242,0.242,0.242,157.043,37.946,92.602,46.1,157.048,37.955,91.721,45.997,157.049,37.97,93.451,46.271,-0.249457,0.424556,0.009965
ISIC_0033843,malignant,1,0.3385,0.2988,0.4107,56.489,21.339,0.151,0.15,0.15,142.499,21.451,96.285,61.211,142.459,21.363,97.885,63.876,142.4,21.301,97.329,62.882,0.723032,0.77386,0.859302
ISIC_0033845,benign,0,0.1363,0.1755,0.6868,63.3955,31.585,0.207,0.207,0.207,152.603,31.66,115.659,45.344,152.529,31.556,117.96,47.895,152.552,31.542,120.852,49.651,-0.129464,0.087944,0.544316
ISIC_0033856,malignant,1,0.2567,0.304,0.4239,17.6565,27.925,0.195,0.194,0.194,143.623,27.972,110.059,59.16,143.771,27.954,109.676,58.317,143.949,27.948,109.812,58.636,0.557161,1.09462,0.704835
ISIC_0033876,benign,0,0.1546,0.1522,0.571,40.0519,27.019,0.185,0.185,0.185,146.349,27.023,96.684,72.507,146.38,27.058,99.206,71.364,146.343,27.039,104.201,73.126,0.932501,0.269584,0.974488
ISIC_0033878,malignant,1,0.5352,0.4093,0.5018,6.7234,31.335,0.26,0.257,0.254,122.209,31.752,107.107,54.265,122.518,31.493,105.872,55.829,122.721,31.219,106.031,56.095,0.934534,1.028567,0.390013
ISIC_0033879,benign,0,0.1098,0.0785,0.7391,68.9065,41.622,0.262,0.263,0.263,158.107,41.45,127.118,58.432,158.226,41.616,127.604,61.019,158.296,41.689,127.932,64.441,-1.347195,-0.133636,-0.243398
ISIC_0033881,malignant,1,0.2055,0.2009,0.7447,12.1404,23.022,0.17,0.168,0.167,137.621,23.389,97.768,61.451,137.777,23.209,100.548,60.736,137.931,22.973,93.52,58.848,0.072298,0.18035,0.028486
ISIC_0033883,malignant,1,0.2038,0.1795,0.6775,17.3989,33.681,0.284,0.282,0.28,119.815,34.082,112.263,50.608,120.025,33.855,113.943,49.132,120.254,33.619,113.507,46.681,-0.215474,0.382121,0.329894
ISIC_0033885,malignant,1,0.1175,0.1192,0.7989,78.8338,57.914,0.428,0.426,0.423,136.036,58.274,102.771,33.651,136.33,58.049,105.618,34.762,136.73,57.845,106.429,29.527,-0.3755,0.80936,0.578819
ISIC_0033886,malignant,1,0.2527,0.1521,0.6703,37.4827,15.043,0.103,0.104,0.106,142.521,14.7,112.115,44.706,142.652,14.905,113.86,49.123,142.795,15.141,115.329,51.548,-0.464796,-1.232852,1.25468
ISIC_0033893,malignant,1,0.2761,0.3087,0.4084,54.936,23.415,0.16,0.16,0.159,146.821,23.499,111.923,55.002,146.777,23.412,112.9,55.934,146.749,23.346,114.723,58.666,1.177594,0.440311,0.607121
ISIC_0033901,malignant,1,0.1125,0.1173,0.7893,30.5781,25.416,0.187,0.185,0.183,138.034,25.806,111.721,62.458,138.2,25.534,116.045,61.799,138.398,25.289,113.346,63.523,-1.105473,-0.692816,0.861856
ISIC_0033902,malignant,1,0.1194,0.1956,0.674,38.1501,21.145,0.143,0.143,0.143,147.025,21.093,120.785,52.302,147.146,21.088,119.104,50.262,147.242,21.128,120.909,49.768,0.176772,0.708698,0.518823
ISIC_0033905,malignant,1,0.2019,0.3231,0.4136,48.9664,19.567,0.137,0.137,0.137,143.171,19.594,88.691,57.215,143.133,19.554,85.724,52.76,143.113,19.548,83.918,56.143,1.00136,0.43302,0.542204
ISIC_0033911,malignant,1,0.1852,0.1548,0.187,34.4319,17.194,0.123,0.124,0.126,137.391,16.846,113.346,61.448,137.514,17.08,113.223,58.721,137.576,17.32,116.57,55.304,-0.262195,0.238276,0.566826
ISIC_0033916,benign,0,0.309,0.1986,0.7057,14.8053,25.056,0.197,0.195,0.192,129.527,25.496,118.925,55.425,129.752,25.246,120.665,52.481,129.984,24.961,119.627,54.925,-1.683542,-1.210058,-0.637592
ISIC_0033923,benign,0,0.3102,0.3996,0.2508,29.2628,20.019,0.143,0.143,0.142,140.667,20.073,110.573,65.975,140.643,20.078,111.923,65.171,140.628,20.013,113.548,71.068,-0.224879,0.238722,-0.508094
ISIC_0033925,malignant,1,0.5719,0.5418,0.1496,19.4309,16.989,0.118,0.118,0.118,144.113,17.008,122.176,60.591,144.02,16.955,124.174,62.172,144.005,16.994,122.452,59.568,-0.796311,1.512193,-0.394676
ISIC_0033938,malignant,1,0.0829,0.0496,0.7418,42.9285,19.493,0.133,0.133,0.132,147.012,19.529,118.323,53.536,147.005,19.518,117.908,54.262,147.049,19.481,120.576,54.884,-0.747335,-0.251364,-0.386874
ISIC_0033946,malignant,1,0.2555,0.2371,0.4683,20.0948,41.365,0.36,0.357,0.354,116.027,41.77,88.693,45.214,116.266,41.509,88.087,43.929,116.529,41.261,84.967,45.154,0.966466,-0.091086,-0.303653
ISIC_0033947,malignant,1,0.1983,0.6369,0.415,29.012,30.126,0.202,0.202,0.203,148.865,30.02,90.747,58.723,148.904,30.1,91.549,60.09,148.951,30.172,93.024,62.281,0.491622,0.656749,0.558443
ISIC_0033950,benign,0,0.1078,0.1524,0.6572,63.1824,31.426,0.21,0.21,0.209,150.212,31.576,93.573,63.181,150.147,31.484,91.272,62.401,150.13,31.388,96.141,62.975,-1.189845,-0.549687,-0.81066
ISIC_0033953,malignant,1,0.1413,0.1743,0.5048,45.3494,38.681,0.317,0.313,0.311,123.653,39.139,120.163,48.049,123.919,38.811,119.576,48.96,124.183,38.563,116.886,50.011,0.294022,0.332501,-0.598598
ISIC_0033954,benign,0,0.2887,0.2115,0.6337,21.9406,11.057,0.082,0.082,0.082,134.803,11.103,96.064,54.442,134.805,11.079,94.229,52.596,134.816,11.025,96.665,57.909,0.041406,-1.422232,-0.208157
ISIC_0033956,malignant,1,0.1894,0.3456,0.5522,47.9884,23.269,0.157,0.157,0.157,148.239,23.272,103.99,44.183,148.245,23.289,102.62,42.953,148.255,23.29,104.732,46.13,0.714221,0.567963,0.726342
ISIC_0033957,malignant,1,0.2272,0.3405,0.6437,47.43,29.386,0.196,0.196,0.196,149.661,29.268,98.288,55.367,149.704,29.329,97.038,55.998,149.747,29.408,98.173,59.835,-0.377803,0.846535,1.624049
ISIC_0033959,benign,0,0.1083,0.1249,0.7424,17.4675,34.49,0.274,0.272,0.27,127.325,34.833,99.041,53.835,127.51,34.626,99.833,52.996,127.755,34.433,102.396,54.441,-0.114563,0.826342,0.295328
ISIC_0033962,malignant,1,0.0522,0.0859,0.8284,37.2034,16.94,0.119,0.119,0.119,142.097,16.953,118.548,35.626,142.181,16.883,118.555,30.931,142.308,16.901,122.247,31.468,-0.229243,0.373819,0.122991
ISIC_0033966,benign,0,0.1428,0.2551,0.7259,41.9378,24.79,0.168,0.168,0.168,148.005,24.811,78.21,49.225,148.03,24.822,76.281,48.279,148.029,24.801,74.521,47.294,-0.391023,0.065284,-0.535635
ISIC_0033967,malignant,1,0.6029,0.2899,0.1518,2.6969,32.567,0.269,0.266,0.263,122.893,33.021,121.584,45.149,123.091,32.729,120.565,46.638,123.29,32.449,120.346,44.485,-1.126539,0.470902,0.158094
ISIC_0033968,malignant,1,0.3754,0.2908,0.5311,39.6828,33.459,0.216,0.217,0.217,154.02,33.262,122.521,45.653,154.109,33.383,121.837,46.584,154.18,33.52,121.818,44.727,0.890109,-0.415595,0.853097
ISIC_0033975,malignant,1,0.3723,0.3395,0.4023,23.4894,24.889,0.199,0.197,0.194,127.22,25.304,104.409,56.845,127.421,25.059,106.723,55.148,127.591,24.787,105.389,56.732,0.686276,0.126661,-0.126294
ISIC_0033977,malignant,1,0.5217,0.5218,0.2939,38.2875,18.196,0.129,0.129,0.129,141.287,18.166,104.96,61.667,141.316,18.185,104.626,60.932,141.361,18.213,105.168,59.354,0.175008,0.556078,0.671436
ISIC_0033980,malignant,1,0.264,0.2017,0.6134,22.0381,9.62,0.069,0.068,0.069,139.853,9.598,150.02,57.656,139.967,9.578,152.112,63.621,140.068,9.643,152.826,62.926,-0.346422,-0.510028,0.376941
ISIC_0033981,malignant,1,0.4433,0.565,0.3136,31.932,16.06,0.115,0.115,0.115,139.551,16.03,118.182,65.417,139.562,16.049,117.419,71.629,139.576,16.071,115.788,71.953,0.61385,0.883942,0.32412
ISIC_0033985,malignant,1,0.2296,0.3681,0.6152,20.8228,15.062,0.103,0.103,0.104,145.424,14.993,147.089,59.484,145.424,15.003,145.253,59.182,145.445,15.068,149.294,64.88,-1.059477,0.556433,0.593078
ISIC_0033986,malignant,1,0.1637,0.1067,0.623,53.8274,17.337,0.117,0.117,0.118,147.174,17.236,129.001,57.567,147.174,17.214,131.064,58.703,147.174,17.332,132.475,56.872,0.299235,-0.4499,0.358748
ISIC_0033995,malignant,1,0.2211,0.1057,0.6745,38.9555,12.294,0.089,0.089,0.09,137.528,12.238,137.995,57.666,137.507,12.248,137.686,56.491,137.496,12.326,139.496,58.431,0.540201,0.581368,0.495121
ISIC_0033998,benign,0,0.1664,0.1895,0.7042,36.915,14.023,0.104,0.103,0.103,136.109,14.169,114.72,71.948,136.061,14.08,115.503,73.643,136.058,13.999,118.743,73.619,0.023914,0.304907,-0.570775
ISIC_0034000,malignant,1,0.1371,0.1787,0.6416,39.083,33.79,0.263,0.261,0.258,129.746,34.137,96.406,61.458,130.086,33.941,95.659,63.898,130.486,33.716,91.512,59.516,-0.577096,-0.450625,0.775864
ISIC_0034002,malignant,1,0.4201,0.427,0.4258,39.3502,15.461,0.111,0.111,0.111,138.677,15.446,101.797,62.076,138.67,15.434,102.096,61.486,138.67,15.457,99.592,63.713,0.318995,0.997356,1.113791
ISIC_0034006,malignant,1,0.3624,0.3601,0.3538,27.3636,31.751,0.21,0.21,0.21,151.151,31.71,101.566,57.288,151.107,31.687,99.773,55.908,151.133,31.764,97.774,58.348,-1.083856,1.038616,0.231016
ISIC_0034012,malignant,1,0.5793,0.3255,0.3099,25.8878,20.82,0.141,0.141,0.142,146.537,20.596,104.239,63.751,146.598,20.671,105.168,61.711,146.647,20.85,106.691,65.056,0.072019,0.898811,-0.365342
ISIC_0034022,malignant,1,0.3051,0.1782,0.6849,21.6387,13.158,0.089,0.089,0.089,147.281,13.135,134.456,70.13,147.42,13.14,135.383,71.311,147.538,13.149,132.684,69.822,0.040639,0.404367,0.530246
ISIC_0034032,benign,0,0.1177,0.2698,0.681,49.4538,24.353,0.167,0.166,0.166,146.214,24.424,128.417,45.702,146.123,24.293,128.033,46.508,146.11,24.277,128.934,47.982,-0.164836,0.118167,-0.621829
