id,b_m,malignant,x_sym,y_sym,compact,ap_ratio,rms,coeff_1,coeff_2,coeff_3,mom1_1,mom2_1,mom3_1,mom4_1,mom1_2,mom2_2,mom3_2,mom4_2,mom1_3,mom2_3,mom3_3,mom4_3,pi_sym,pi_bor,pi_col
ISIC_0001875,benign,0,0.5132,0.5465,0.3866,25.7277,21.25,0.158,0.158,0.157,135.738,21.393,143.225,66.174,135.704,21.425,146.988,68.917,135.249,21.271,143.355,68.046,-0.7074334726878371,-1.094656220068169,-0.6792859365548365
ISIC_0001923,benign,0,0.1755,0.1862,0.7935,9.4857,9.252,0.064,0.063,0.062,147.367,9.423,126.103,70.762,147.354,9.333,127.441,71.038,147.356,9.139,129.691,75.451,-0.4075052703380229,-1.089291922030205,-1.539318535703043
ISIC_0002026,benign,0,0.238,0.132,0.7666,10.8152,15.43,0.1,0.1,0.099,154.991,15.566,109.514,54.435,154.861,15.488,109.396,56.574,154.808,15.335,108.646,56.85,0.3479055301457392,-1.209147983047992,-1.418422897056094
ISIC_0002041,benign,0,0.1385,0.1189,0.7882,16.5319,21.231,0.136,0.136,0.135,156.763,21.382,125.086,48.049,156.717,21.271,126.281,47.682,156.667,21.161,131.964,48.486,-0.1363669741719579,-1.3709180197156172,-1.210573151694952
ISIC_0002057,benign,0,0.1634,0.194,0.7247,13.2486,19.62,0.128,0.127,0.127,154.438,19.773,116.343,71.46,154.375,19.631,118.507,73.371,154.387,19.533,121.555,72.917,-0.3599729284970033,-0.503742344284165,0.902500714592504
ISIC_0002118,benign,0,0.2683,0.542,0.5706,20.6674,12.097,0.083,0.083,0.086,141.534,11.678,118.19,54.316,141.615,11.819,121.027,53.817,141.699,12.201,123.687,54.415,-1.0998890116382043,-0.7268043404851218,-0.8184581417483975
ISIC_0002119,benign,0,0.21,0.168,0.7341,9.7791,15.112,0.108,0.11,0.109,138.264,14.994,118.599,51.23,138.162,15.203,120.602,52.55,138.23,15.1,123.55,54.557,0.8015753713975186,-0.4519536934060825,-1.0067065355978264
ISIC_0002162,benign,0,0.1965,0.2408,0.6916,10.2514,22.957,0.172,0.17,0.167,137.173,23.651,108.631,52.183,137.387,23.358,108.02,53.328,137.636,22.917,109.601,53.981,-0.7870373375006504,-1.0385104284303668,-0.2519964028556459
ISIC_0002184,benign,0,0.2183,0.1923,0.4855,12.8917,11.997,0.087,0.087,0.086,139.191,12.179,125.148,61.125,139.24,12.111,127.275,58.263,139.302,11.975,123.065,58.294,-1.1426712139215718,0.2824754564847598,-0.3462419542285725
ISIC_0002213,benign,0,0.3354,0.2127,0.5512,23.7263,15.668,0.112,0.111,0.109,142.445,16.012,147.242,63.077,142.415,15.821,145.489,63.955,142.389,15.552,147.12,62.868,0.2327934701179193,0.2907138905484316,-0.1881128299478141
ISIC_0002258,benign,0,0.1702,0.2022,0.7919,7.7395,23.905,0.175,0.176,0.174,137.212,24.036,109.346,67.655,137.15,24.127,113.141,69.229,137.015,23.883,110.91,65.165,0.5403753585963319,-0.4059294368820627,-1.3155237464682188
ISIC_0002288,benign,0,0.1472,0.1225,0.7086,17.157,12.129,0.084,0.083,0.082,146.503,12.28,126.288,76.97,146.462,12.178,127.794,79.113,146.473,12.056,130.717,80.121,0.9670240379618178,-0.1445859698940077,-1.1806404773220665
ISIC_0002295,benign,0,0.1829,0.1792,0.6921,20.2718,15.749,0.107,0.106,0.106,148.221,15.845,125.963,63.101,148.205,15.768,128.807,65.312,148.23,15.718,124.45,66.459,0.2656903098688833,0.3451768638776473,-0.2334066577878147
ISIC_0002347,benign,0,0.1088,0.133,0.7003,14.6504,16.761,0.112,0.111,0.109,152.939,17.174,118.344,60.938,152.855,16.934,119.91,62.232,152.805,16.603,120.796,62.97,-0.7414302055807576,0.225369399079398,-0.8460960535095722
ISIC_0002349,benign,0,0.2323,0.1569,0.5311,13.7385,18.767,0.125,0.124,0.124,151.12,18.816,124.013,58.363,151.149,18.812,123.258,58.826,151.092,18.768,120.335,57.653,0.1883051002187569,-0.2399186469066077,-1.34576740617392
ISIC_0002435,benign,0,0.089,0.1118,0.7856,22.9562,8.474,0.06,0.06,0.061,139.557,8.405,128.416,46.945,139.548,8.395,130.912,46.837,139.509,8.469,131.888,49.47,-1.516335229469614,-0.12980742136511,0.3637758527667138
ISIC_0002549,benign,0,0.1561,0.2366,0.5842,40.8492,16.79,0.121,0.12,0.122,137.641,16.672,130.247,61.628,137.5,16.544,130.439,60.029,137.515,16.802,135.278,61.243,-0.0521467352071965,-0.3988470245689878,-0.3928003273265708
ISIC_0002566,benign,0,0.2364,0.3623,0.7115,23.8485,11.573,0.075,0.076,0.08,145.406,10.864,121.133,54.15,145.597,11.117,116.993,56.333,145.914,11.656,114.023,52.613,-0.6901857303436649,-1.151139267005652,-1.0838749490501327
ISIC_0002578,benign,0,0.1766,0.3642,0.5929,11.133,16.345,0.109,0.107,0.106,153.409,16.658,132.281,69.141,153.286,16.425,132.55,70.911,152.785,16.127,134.027,69.07,-0.2561568918953126,-0.7134232225061888,-0.214947337401143
ISIC_0002613,benign,0,0.133,0.1243,0.7483,18.628,28.872,0.197,0.197,0.196,147.359,29.022,132.374,60.643,147.471,28.986,132.836,59.464,147.603,28.895,133.307,61.371,-0.5609019106951357,-1.29565751500362,-0.4888092336778709
ISIC_0002622,benign,0,0.3292,0.3291,0.6554,49.2934,10.666,0.074,0.073,0.074,144.767,10.753,145.842,86.296,144.676,10.625,146.312,86.855,144.668,10.636,144.915,83.039,-0.8719826114571525,-0.6459804678556256,-1.2016542336356246
ISIC_0002639,benign,0,0.1634,0.1532,0.786,13.7134,16.499,0.116,0.115,0.116,141.775,16.418,119.879,70.672,141.632,16.333,120.714,67.855,141.767,16.478,126.927,70.234,-1.1598623261077452,-1.203269031614007,0.6961047103031557
ISIC_0002675,benign,0,0.1927,0.4059,0.4707,13.6789,16.98,0.114,0.114,0.114,148.767,17.026,133.898,59.961,148.74,16.951,135.796,60.516,148.739,16.922,136.218,60.817,-0.3037842652890274,1.0918612344738394,-0.3570192740727668
ISIC_0002693,benign,0,0.2073,0.2203,0.6691,9.6792,12.637,0.088,0.088,0.088,144.611,12.699,124.177,75.763,144.62,12.745,125.496,74.635,144.546,12.662,127.424,75.704,-0.159656588308253,-0.6365938925514162,-0.9674696733727236
ISIC_0002745,benign,0,0.281,0.1402,0.7012,19.8389,21.735,0.156,0.155,0.155,140.294,21.818,131.667,67.253,140.169,21.717,133.597,64.352,140.085,21.671,133.877,65.473,-0.6712316442117828,-0.6982740827464552,-0.8216739022531053
ISIC_0002774,benign,0,0.3083,0.1826,0.6917,23.7373,14.576,0.097,0.098,0.099,147.046,14.303,126.43,65.105,147.109,14.381,125.706,66.344,147.345,14.517,128.56,68.089,-0.0425383532919071,-0.3488232971311872,-1.5169953411843538
ISIC_0002811,benign,0,0.2822,0.2842,0.6296,17.2234,10.439,0.072,0.072,0.072,144.914,10.481,140.82,76.964,144.908,10.456,139.678,75.103,144.941,10.438,138.405,72.13,-0.3327085848848,-0.8196664124819552,0.3642957588112744
ISIC_0002821,benign,0,0.1642,0.1951,0.7147,16.2831,18.373,0.133,0.132,0.132,138.404,18.425,120.229,70.097,138.415,18.337,118.602,71.271,138.426,18.334,124.049,70.28,-0.5068589154258819,-0.5855382472413895,-1.1242275959284889
ISIC_0002853,benign,0,0.3532,0.4182,0.2877,12.7901,31.552,0.192,0.191,0.191,165.11,31.635,117.598,68.628,165.12,31.596,120.232,67.829,165.124,31.572,119.563,66.479,-0.5124863141965494,-0.9421914124105116,-0.6104450896320126
ISIC_0002862,benign,0,0.1697,0.085,0.6411,21.5112,23.707,0.162,0.161,0.161,147.382,23.844,125.943,55.891,147.402,23.697,125.469,55.712,147.384,23.773,124.395,55.534,-0.0737104822171846,0.0725320314728604,-0.4071971459248716
ISIC_0002878,benign,0,0.1363,0.3332,0.6734,11.9055,40.803,0.239,0.239,0.239,170.725,40.803,112.229,56.294,170.748,40.813,114.62,59.244,170.76,40.812,116.463,63.76,-0.0572254882342799,-0.9964436233947676,-1.4803243069136225
ISIC_0002899,benign,0,0.2061,0.1786,0.7894,11.0951,34.777,0.21,0.21,0.21,165.695,34.865,125.126,55.745,165.686,34.833,125.171,54.907,165.708,34.738,128.658,50.158,-0.5267980066491252,-0.8063086831157171,-0.7804750549895122
ISIC_0002900,benign,0,0.1966,0.2064,0.6177,22.664,39.417,0.246,0.247,0.247,159.952,39.413,147.036,69.104,159.951,39.45,146.067,66.6,159.919,39.428,140.969,71.139,-1.2865124338788505,-0.2504824282824902,-0.6021840775734977
ISIC_0002901,benign,0,0.1068,0.1435,0.7192,15.5782,34.273,0.207,0.207,0.206,166.339,34.388,141.805,67.462,166.361,34.365,143.328,69.018,166.348,34.26,142.805,69.464,-0.5923585288588507,-1.1843968275545205,-1.2828739728067764
ISIC_0002939,benign,0,0.1129,0.1641,0.7409,16.5435,32.409,0.2,0.199,0.199,163.054,32.534,114.995,64.176,162.961,32.413,114.96,65.413,162.931,32.342,113.546,66.49,-0.5776666517077848,0.1907932615952096,-0.9633269240686808
ISIC_0002953,benign,0,0.1909,0.2178,0.6676,26.2455,42.797,0.273,0.273,0.272,157.062,42.807,104.891,62.322,157.099,42.849,105.678,62.928,157.038,42.747,105.062,66.67,-1.8143286305970323,0.4468568531435501,-0.9135090651695318
ISIC_0003046,benign,0,0.2076,0.2962,0.6585,13.178,37.43,0.222,0.222,0.223,168.439,37.381,117.872,63.594,168.42,37.332,116.689,60.912,168.521,37.508,112.689,59.486,-1.5508953348303618,-0.0740097599315266,-1.5147656215052712
ISIC_0003052,benign,0,0.1515,0.3489,0.5773,20.9301,24.593,0.169,0.165,0.164,148.734,25.171,109.551,56.985,149.059,24.523,108.003,59.142,149.105,24.41,108.263,58.913,-0.5317656575314135,0.610833248328665,-0.6643349704405189
ISIC_0003068,benign,0,0.2274,0.1255,0.7355,23.7874,41.179,0.247,0.246,0.246,167.062,41.213,154.968,77.564,166.982,41.116,152.661,72.994,166.968,41.116,150.367,71.329,-0.1402687082324359,-0.8882984205893003,-1.612556189477848
ISIC_0003111,benign,0,0.0893,0.1786,0.7749,24.8746,6.831,0.047,0.047,0.048,144.898,6.838,138.292,75.723,144.896,6.874,137.292,81.021,144.881,6.926,135.678,87.766,-0.8586909757509995,-1.0893508435831143,-0.6260815022567947
ISIC_0003113,benign,0,0.1586,0.1708,0.6644,18.4381,9.618,0.065,0.065,0.065,148.249,9.691,135.988,69.697,148.28,9.681,136.695,68.885,148.277,9.621,137.894,70.462,-0.3914089523154306,-1.375377091433346,-0.7592785332094846
ISIC_0003117,benign,0,0.2193,0.1185,0.7495,8.7561,11.613,0.08,0.079,0.079,146.624,11.713,145.914,65.897,146.618,11.647,147.225,67.742,146.635,11.551,145.39,63.835,0.1780571383503121,-0.2659974824826423,-0.4204284243267215
ISIC_0003122,benign,0,0.1198,0.0884,0.7264,16.4956,8.007,0.055,0.055,0.055,145.43,8.043,133.676,67.993,145.428,7.95,133.676,67.954,145.46,7.997,134.081,69.411,0.4317548210793297,0.1310395603736257,-0.1489465876603824
ISIC_0003132,benign,0,0.1654,0.1268,0.6708,17.2253,8.434,0.059,0.059,0.059,142.516,8.462,139.874,52.706,142.531,8.443,138.538,51.454,142.552,8.391,141.004,53.203,-0.9010174762924352,-0.7111651995310534,-0.6306364031521975
ISIC_0003150,benign,0,0.1401,0.1053,0.783,17.3215,7.901,0.054,0.053,0.053,149.557,8.018,108.591,77.434,149.495,7.974,109.516,77.63,149.456,7.88,109.085,73.023,0.0001676211752969,-1.4530180759346911,-1.0063044025325396
ISIC_0003159,benign,0,0.1178,0.141,0.7331,17.721,7.573,0.053,0.053,0.052,144.781,7.699,111.243,76.127,144.812,7.662,111.786,73.922,144.854,7.554,113.088,72.852,-1.610020139069428,-0.4557872167886922,-0.6669110925069887
ISIC_0003168,benign,0,0.3522,0.1152,0.8044,15.0671,10.82,0.078,0.073,0.073,144.057,11.214,126.141,64.1,144.196,10.547,126.632,63.455,144.181,10.584,126.418,61.445,-0.7633122512956493,-1.1876749162179934,-0.6131564130439654
ISIC_0003201,benign,0,0.2636,0.1977,0.5113,13.5716,24.318,0.161,0.159,0.163,149.96,24.117,127.443,63.321,149.792,23.874,126.372,62.71,150.126,24.415,126.209,56.446,0.4515020134584401,-1.080079406135048,-0.5494267626379239
ISIC_0003217,benign,0,0.0985,0.134,0.8457,13.5493,22.289,0.15,0.149,0.149,149.365,22.368,108.087,59.887,149.347,22.326,108.093,57.943,149.309,22.255,111.202,60.831,-0.7362700086564722,-0.5421314102048214,-1.0870987914675936
ISIC_0003281,benign,0,0.297,0.1291,0.6612,17.7172,18.006,0.129,0.128,0.129,139.374,18.03,123.678,64.048,139.398,17.884,123.093,62.256,139.432,17.955,119.801,61.529,-0.1950057814022503,0.1033768837905024,-1.0641562637181017
ISIC_0003324,benign,0,0.1632,0.2955,0.8015,12.1382,5.316,0.038,0.038,0.037,142.923,5.484,131.498,67.454,142.799,5.404,130.965,65.597,142.753,5.268,131.775,64.271,-0.464354958337327,0.3402901919359773,-0.5268730538381591
ISIC_0003333,benign,0,0.1295,0.1629,0.7577,10.87,5.414,0.039,0.039,0.038,142.391,5.499,123.93,51.622,142.299,5.494,124.63,52.4,142.258,5.388,124.59,50.108,-0.5590468692673203,-0.9015471729608828,-0.3788355341401501
ISIC_0003345,benign,0,0.1527,0.1886,0.7852,12.9766,20.078,0.159,0.156,0.154,129.234,20.542,124.382,57.6,129.342,20.239,124.492,57.613,129.43,19.991,125.213,57.99,-0.6120581904004996,-0.2905611269972812,-0.6545273773797554
ISIC_0003438,benign,0,0.1482,0.2055,0.5659,15.0345,19.399,0.142,0.143,0.142,137.048,19.422,118.574,64.781,137.075,19.656,118.533,63.796,136.902,19.465,120.598,67.221,-0.9088226605851168,-0.6672412651721823,-0.4185631019039327
ISIC_0003539,benign,0,0.1473,0.1458,0.6957,20.3834,8.809,0.062,0.06,0.059,147.848,9.15,128.522,77.043,147.928,8.929,127.68,74.969,147.761,8.66,124.648,74.439,0.1774858437032,0.2178687995417357,0.8822980502377855
ISIC_0003550,benign,0,0.2794,0.2434,0.4992,11.4707,7.49,0.052,0.051,0.052,143.016,7.482,128.792,57.66,143.059,7.366,128.133,61.324,143.081,7.473,133.208,58.609,-0.707404296027576,-0.5449274749608105,-0.7201689349529888
ISIC_0003593,benign,0,0.9758,0.699,0.291,2.3699,24.398,0.177,0.174,0.172,141.314,24.956,133.655,59.534,141.475,24.593,134.014,59.844,141.772,24.354,141.064,58.113,-0.2889235456308378,-0.6969230719903788,-0.3845166387587679
ISIC_0003664,benign,0,0.1026,0.0789,0.7854,16.6591,10.053,0.069,0.068,0.068,147.889,10.157,121.048,86.53,147.812,10.112,122.822,86.141,147.76,10.043,120.753,79.926,-0.8743257980000877,-0.6786276914216167,-0.2863187882642286
ISIC_0003703,benign,0,0.1604,0.3433,0.7043,12.7793,21.09,0.156,0.156,0.156,135.317,21.073,114.899,85.133,135.227,21.131,117.506,84.184,135.268,21.122,115.758,90.361,-0.0901669154170695,-0.2694958463037046,-0.5169559171355553
ISIC_0003767,benign,0,0.442,0.2691,0.5823,18.4349,5.469,0.039,0.039,0.039,139.633,5.5,130.898,59.842,139.654,5.494,134.464,58.847,139.701,5.459,133.641,60.862,-0.7246315564617507,-0.7780803853635244,0.4968420391531696
ISIC_0003793,benign,0,0.333,0.1446,0.7427,13.2145,11.691,0.08,0.08,0.079,146.901,11.806,141.551,81.604,146.94,11.755,140.309,81.521,147.038,11.684,136.39,83.779,-0.5024907564989157,-0.5938485083240965,0.1959169747668192
ISIC_0003822,benign,0,0.2255,0.2507,0.8008,25.7777,11.779,0.081,0.081,0.081,145.409,11.851,141.492,83.02,145.352,11.781,144.811,82.406,145.331,11.759,144.538,83.113,0.162623296331332,-0.0119001144851157,0.0063430114540141
ISIC_0003851,benign,0,0.4828,0.4145,0.5827,22.9775,8.669,0.062,0.061,0.061,142.385,8.86,150.391,71.595,142.298,8.732,149.065,71.605,142.173,8.605,146.954,72.022,-0.0120540191120054,-0.5583540139706515,-0.8189444648916857
ISIC_0003910,benign,0,0.1804,0.2779,0.6888,20.0656,18.631,0.127,0.127,0.126,146.976,18.634,136.738,57.65,147.038,18.701,139.357,59.044,146.926,18.554,136.054,56.903,-0.2077888369455368,-0.5750493879052914,-0.860068906402034
ISIC_0003925,benign,0,0.1545,0.1901,0.6949,19.4028,23.273,0.165,0.165,0.165,141.163,23.349,142.717,65.32,141.035,23.328,142.852,67.142,140.83,23.216,145.084,64.969,-0.8006137992196536,0.106982855620882,-0.419504214345813
ISIC_0004000,benign,0,0.1892,0.122,0.7418,19.7141,14.971,0.103,0.104,0.106,141.456,14.601,133.982,67.055,141.428,14.671,130.807,65.333,141.469,14.996,133.557,66.866,-0.6614131839204063,-0.8499940382677766,-0.0589766155784748
ISIC_0004015,benign,0,0.1484,0.1053,0.6968,23.9063,18.233,0.125,0.124,0.123,147.643,18.444,131.234,51.67,147.621,18.269,130.391,51.854,147.615,18.213,132.812,53.577,-0.7378504261217615,-0.5196046437791916,0.043395145972214
ISIC_0004042,benign,0,0.2645,0.175,0.7323,10.485,16.811,0.113,0.114,0.114,147.923,16.735,114.033,61.553,147.863,16.876,115.667,60.262,147.87,16.819,114.883,62.027,-0.5545813582109775,0.1125560231383208,-1.06465420920464
ISIC_0004075,benign,0,0.4163,0.4163,0.3396,2.3736,24.004,0.165,0.164,0.163,146.805,24.281,132.44,52.164,147.042,24.172,132.257,52.959,147.102,23.992,134.536,52.008,1.3098210108748631,-0.2234226034492712,-0.455407608272232
ISIC_0004089,benign,0,0.1838,0.194,0.7011,18.5173,25.644,0.17,0.17,0.169,150.926,25.653,116.526,51.486,151.06,25.693,116.418,51.734,151.286,25.608,116.826,52.971,-0.5752409781037379,-0.376733497761607,-0.7032486547877467
ISIC_0004099,benign,0,0.2512,0.2182,0.6506,35.4778,15.739,0.093,0.104,0.112,145.622,13.606,125.064,59.995,145.469,15.097,122.777,62.505,146.016,16.404,126.035,66.042,-0.2930561502880374,-0.785584495352475,-1.042144559030568
ISIC_0004140,benign,0,0.1723,0.2253,0.7263,14.2426,19.21,0.128,0.129,0.131,147.019,18.784,97.567,56.859,147.176,19.039,97.224,59.497,147.302,19.29,96.977,57.797,-0.5251874184148008,0.0074409250093712,-0.388156534563601
ISIC_0004217,benign,0,0.0366,0.1191,0.7388,24.5374,16.824,0.114,0.114,0.116,145.785,16.622,119.045,53.307,145.899,16.698,120.606,54.693,145.947,16.902,116.754,53.109,-0.0693466529227737,-0.044703434393184,-1.1117108183234088
ISIC_0004334,benign,0,1.1709,0.265,0.1761,2.339,23.129,0.147,0.147,0.147,157.708,23.123,121.305,59.081,157.816,23.248,120.684,60.234,157.777,23.181,123.955,59.499,-0.8109564763257635,-1.4249507182087946,-0.7770923448835394
ISIC_0004352,benign,0,0.1179,0.2384,0.6183,25.6556,20.712,0.162,0.16,0.157,131.148,21.282,158.997,55.612,131.24,20.957,160.307,52.965,131.391,20.582,159.376,54.339,-0.8671772321064484,-1.0212529379514277,-0.5716216093232688
ISIC_0004455,benign,0,0.0918,0.1562,0.8109,10.1719,14.112,0.1,0.098,0.098,143.989,14.344,125.188,53.502,143.91,14.173,126.484,55.529,143.843,14.032,127.382,54.365,-1.2965630265970134,-0.5441545895806025,-0.8791441061179197
ISIC_0004482,benign,0,0.1013,0.1328,0.725,10.9297,15.591,0.099,0.1,0.099,157.501,15.601,98.177,60.221,157.556,15.697,93.667,61.211,157.501,15.621,97.193,61.452,-0.8970265417806664,-0.7190929051395146,-0.222272295599093
ISIC_0004486,benign,0,0.2251,0.2006,0.6373,13.2672,8.784,0.062,0.063,0.057,148.382,9.266,133.082,76.02,148.41,9.278,128.473,75.693,148.179,8.428,134.512,77.09,-0.8060929764555678,-1.3130464853633568,-1.3410234912698384
ISIC_0004509,benign,0,0.1791,0.2109,0.7152,11.7396,14.256,0.095,0.095,0.095,150.706,14.26,122.703,65.204,150.715,14.247,124.663,63.68,150.764,14.284,120.055,62.589,-0.3388895912470893,-0.6793931477600107,-0.3429860013810572
ISIC_0004558,benign,0,0.245,0.229,0.7314,11.8325,12.383,0.085,0.084,0.084,147.607,12.489,137.849,78.083,147.57,12.425,138.215,77.076,147.508,12.353,141.939,80.055,-0.5469053736933526,-0.4353260854275085,-1.2712246364804405
ISIC_0004564,benign,0,0.1996,0.2823,0.6427,14.0054,13.573,0.094,0.094,0.095,142.027,13.353,109.868,56.324,142.357,13.33,109.378,56.678,142.902,13.568,108.774,55.206,0.17599166607268,-0.8618587928964498,-0.9138141165916164
ISIC_0004667,benign,0,0.1038,0.1774,0.7261,25.7069,16.136,0.113,0.112,0.111,144.32,16.309,103.923,60.914,144.275,16.206,103.089,59.213,144.219,16.072,100.532,59.87,-0.1281717308449624,-0.640359493165528,-0.5938260068076072
ISIC_0004679,benign,0,0.1308,0.2108,0.6508,16.4923,15.359,0.104,0.105,0.106,146.209,15.272,113.581,62.628,146.277,15.358,116.827,63.798,146.507,15.46,115.406,62.486,-0.4918117169920814,0.1891138593086389,-0.8997542970432473
ISIC_0004686,benign,0,0.1971,0.1831,0.7286,16.5388,13.754,0.095,0.094,0.094,146.168,13.837,147.181,65.724,146.15,13.774,146.683,68.182,146.16,13.73,150.4,68.673,-0.4058686581446943,-0.6137721808659465,-0.6242920268442973
ISIC_0004691,benign,0,0.1693,0.1793,0.7337,15.7508,5.856,0.043,0.043,0.043,136.666,5.935,167.528,50.322,136.639,5.906,168.271,50.56,136.593,5.846,169.537,48.02,-0.5541667731341556,-0.829497788054968,0.301773181347514
ISIC_0004728,benign,0,0.0999,0.098,0.8104,30.1367,19.267,0.125,0.125,0.124,154.695,19.333,120.746,66.496,154.783,19.273,116.732,63.747,154.846,19.236,120.606,66.665,0.0996714842312613,-0.680858287621995,-0.4919291138506693
ISIC_0004789,benign,0,0.2205,0.2489,0.6152,23.4123,16.572,0.115,0.115,0.114,145.224,16.762,125.583,56.427,145.246,16.723,123.35,53.978,145.141,16.536,128.923,53.905,-0.2658851154646649,-0.2194709548799502,0.6573698275699524
ISIC_0004794,benign,0,0.0878,0.0928,0.8643,7.1652,7.149,0.052,0.052,0.051,139.676,7.219,130.146,67.348,139.566,7.196,128.081,66.934,139.555,7.117,121.373,62.213,-1.3523475179297773,-0.1712995496748089,-0.5881417602853267
ISIC_0004848,benign,0,0.0785,0.1024,0.8089,15.5187,15.421,0.108,0.107,0.106,144.857,15.582,139.122,61.26,144.846,15.52,140.549,59.13,144.812,15.386,137.888,62.703,-0.7234655130222643,0.1809351446207272,-0.9373246328148852
ISIC_0004857,benign,0,0.0989,0.1859,0.8208,13.412,18.787,0.119,0.118,0.118,158.838,18.859,109.024,57.419,158.811,18.736,111.956,58.96,158.883,18.786,109.929,57.425,-0.2583749131793755,-1.45668801518613,-0.9579881467434642
ISIC_0004907,benign,0,0.1597,0.1232,0.6923,20.6254,13.056,0.092,0.092,0.091,143.038,13.102,150.574,74.684,143.041,13.101,151.633,75.844,142.984,13.041,151.109,75.247,0.3072022613827396,-0.1005537111382046,-0.7780865353678709
ISIC_0004932,benign,0,0.129,0.2166,0.8036,33.3479,8.699,0.06,0.06,0.06,143.673,8.667,139.233,69.421,143.637,8.631,140.715,70.974,143.65,8.614,139.337,75.2,-1.037577073517966,-1.027048110709042,-0.4301214188541029
ISIC_0004955,benign,0,0.2679,0.4095,0.5697,13.1545,15.243,0.1,0.102,0.105,144.663,14.513,113.128,57.208,144.768,14.815,116.135,59.24,145.109,15.263,116.612,65.309,-0.4963835057909475,-0.3052779265225965,-0.6772808693133792
ISIC_0004961,benign,0,0.1416,0.103,0.6392,15.8698,15.302,0.104,0.101,0.098,153.2,15.861,102.684,59.575,153.295,15.416,104.028,58.691,153.398,15.085,101.816,61.243,-0.4676316128200851,-0.1009000497510809,-0.6073169764139535
ISIC_0004986,benign,0,0.7294,0.3765,0.4106,2.1388,27.258,0.187,0.186,0.183,148.196,27.681,143.627,51.682,148.438,27.557,144.49,52.869,148.586,27.169,143.681,54.41,-0.2647625692694289,-0.6460897322631542,-0.8092202048016951
ISIC_0004996,benign,0,0.1586,0.1613,0.7524,13.0481,12.081,0.085,0.085,0.084,143.365,12.136,159.757,59.951,143.376,12.191,159.143,59.518,143.406,12.086,163.116,57.819,0.001624579836475,-0.091221108040251,-0.7877130376970692
ISIC_0005006,benign,0,0.0951,0.2072,0.7703,15.8338,16.891,0.125,0.124,0.124,136.439,17.004,111.088,55.113,136.413,16.883,106.626,55.065,136.378,16.885,107.143,54.638,-0.0180478877886101,-0.889867841823265,-0.4752902548253168
ISIC_0005028,benign,0,0.1779,0.1027,0.7882,17.7609,9.737,0.069,0.068,0.068,142.6,9.814,159.014,52.464,142.572,9.743,155.451,50.496,142.579,9.691,151.065,48.953,-0.828718986734101,-0.1355553148929626,-1.0632477436092242
ISIC_0005062,benign,0,0.0669,0.1569,0.8736,10.7556,9.584,0.069,0.068,0.068,141.373,9.705,159.933,61.854,141.244,9.605,161.215,65.725,141.229,9.54,164.052,65.882,-1.3859375620538827,-0.5725527314278422,-0.7735302432682535
ISIC_0005139,benign,0,0.2102,0.4859,0.4412,13.8122,18.015,0.121,0.12,0.12,150.332,18.144,111.906,71.465,150.365,18.109,109.93,70.395,150.371,18.0,105.647,71.458,-0.339040186726578,0.1350029860972415,-0.5020263119089932
ISIC_0005239,benign,0,0.2286,0.2666,0.7171,13.8599,11.305,0.078,0.077,0.076,147.419,11.43,132.978,64.939,147.365,11.337,131.73,67.924,147.421,11.271,126.921,70.507,-0.8349834005033574,-1.1614693609347344,0.5427056117159392
ISIC_0005248,benign,0,0.0957,0.1081,0.6271,39.7635,13.763,0.094,0.093,0.094,147.238,13.778,121.124,71.769,147.315,13.739,119.711,71.493,147.404,13.803,118.508,71.593,0.0076007717654365,0.3831680512725351,0.1496279522643663
ISIC_0005261,benign,0,0.1504,0.1372,0.725,21.1597,9.002,0.065,0.064,0.063,142.415,9.204,149.467,73.689,142.368,9.12,147.887,73.163,142.365,8.956,149.091,72.772,0.3363886472526128,-1.370088011462452,-0.6229241593281163
ISIC_0005264,benign,0,0.3932,0.6432,0.5913,13.7488,17.942,0.138,0.138,0.138,130.104,17.969,128.526,72.014,130.063,17.892,127.568,71.575,129.862,17.978,131.923,75.214,-0.0857720514733758,-0.5987039628128907,-0.8276453560458005
ISIC_0005291,benign,0,0.2164,0.1128,0.6889,20.8018,21.261,0.134,0.133,0.134,159.421,21.299,107.111,55.303,159.406,21.225,105.752,54.525,159.498,21.296,107.726,54.538,1.10972108614327,0.0107170641394226,-0.0596294643429623
ISIC_0005304,benign,0,0.2335,0.1694,0.7127,12.8215,8.767,0.062,0.06,0.06,146.206,9.028,122.32,79.292,146.153,8.83,122.39,78.49,146.087,8.698,123.038,79.904,-0.2342827659255524,-0.8991086866898779,-0.8657681961662855
ISIC_0005319,benign,0,0.1173,0.194,0.5738,15.4331,20.406,0.137,0.138,0.14,146.633,20.134,119.132,63.421,146.595,20.29,118.255,68.326,146.578,20.506,115.987,70.4,-0.2834385167953806,0.2170293029678417,0.3360410670230601
ISIC_0005360,benign,0,0.1356,0.2019,0.7547,16.2863,8.349,0.059,0.059,0.058,143.243,8.489,145.707,68.155,143.238,8.434,142.714,70.025,143.219,8.311,147.212,67.445,0.4847044708922297,-0.2618610927887768,-0.6384853075536167
ISIC_0005377,benign,0,0.1618,0.0824,0.8221,9.0432,25.052,0.16,0.159,0.158,158.511,25.296,104.95,49.451,158.43,25.173,103.657,50.072,158.443,25.009,101.959,48.627,-0.1871152971305965,-0.0986384134390637,-0.5924842930955179
